28862.4300  3463.719710  2.732 Th II  P
28840.6715  3466.332950  2.753 Ar II  W
28835.9810  3466.896805  2.269 Th II  P
28827.3836  3467.930794  2.163 Th II  P
28824.9815  3468.219799  3.243 Th II  P
28815.6293  3469.345454  3.543 Th I   P
28810.8515  3469.920804  3.741 Th II  P
28805.4832  3470.567491  2.628 Th I   P
28793.9360  3471.959330  2.737 Th I   P
28754.2852  3476.747140  3.423 Ar II  W
28746.3718  3477.704260  2.389 Th II  P
28740.0972  3478.463542  2.358 Th II  P
28737.5751  3478.768830  1.680 XX 0   P
28726.9749  3480.052529  2.528 Th I   P
28719.1315  3481.002984  1.930 Th II  P
28693.7685  3484.080004  2.225 Th II  P
28686.6588  3484.943524  1.440 Th I   P
28682.3078  3485.472192  1.931 Th II  P
28654.6718  3488.833855  2.548 Th I   P
28651.7951  3489.184152  2.603 Th I   P
28649.1394  3489.507600  2.814 Th I   P
28637.9344  3490.872959  2.443 Ar II  W
28634.8933  3491.243710  3.383 Ar II  W
28632.4995  3491.535601  3.793 Ar II  W
28629.5112  3491.900053  2.359 Th I   P
28598.3921  3495.699846  3.100 Th I   P
28589.3072  3496.810716  3.285 Th I   P
28582.1525  3497.686065  2.176 Th II  P
28574.5146  3498.621016  3.144 Th I   P
28551.3801  3501.455948  2.669 Th II  P
28522.5746  3504.992236  1.873 XX 0   P
28518.4910  3505.494138  2.422 Th II  P
28513.2964  3506.132793  2.130 Th I   P
28509.1252  3506.645794  2.051 Th I   P
28507.4486  3506.852035  2.079 Th II  P
28483.6844  3509.777919  3.443 Ar II  W
28446.3265  3514.387363  3.483 Ar II  W
28430.4133  3516.354506  2.255 XX 0   P
28428.6133  3516.577158  1.934 Th II  P
28426.6155  3516.824308  2.377 Th II  P
28413.8527  3518.404024  3.356 Th I   P
28401.0237  3519.993364  3.073 Ar II  W
28392.4246  3521.059481  2.899 Th I   P
28390.8085  3521.259918  2.793 Ar II  W
28372.7099  3523.506150  2.852 Th I   P
28370.6777  3523.758548  2.395 Th I   P
28367.2952  3524.178731  2.001 Th I   P
28364.4160  3524.536471  3.394 Ni I   P
28344.6005  3527.000519  2.320 XX 0   P
28342.0142  3527.322379  2.350 Th I   P
28333.2648  3528.411658  2.557 Th I   P
28325.4434  3529.385973  2.519 Th I   P
28316.3872  3530.514780  3.009 Th I   P
28308.8840  3531.450561  3.008 Th I   P
28264.6553  3536.976754  1.657 Th I   P
28263.1930  3537.159758  2.686 Th II  P
28254.7834  3538.212569  2.022 Th II  P
28245.9245  3539.322306  3.132 Th II  P
28243.8101  3539.587276  3.759 Th II  P
28241.7930  3539.840089  2.470 Th I   P
28224.8131  3541.969699  1.861 Th II  P
28195.9531  3545.595189  3.743 Ar II  W
28193.9815  3545.843139  3.693 Ar II  W
28177.4979  3547.917487  2.402 XX 0   P
28172.7610  3548.514041  3.083 Ar II  W
28164.1743  3549.595944  3.156 Th I   P
28149.8525  3551.401923  3.313 Th I   P
28136.3179  3553.110325  2.742 Th II  P
28126.8569  3554.305517  3.976 Ar I   N
28115.7897  3555.704633  2.649 Th I   P
28110.9688  3556.314437  2.102 Th II  P
28106.3113  3556.903771  2.483 Ar II  W
28073.7438  3561.030143  3.803 Ar II  W
28070.7658  3561.407943  1.867 XX 0   P
28051.0503  3563.911118  1.611 XX 0   P
28037.7306  3565.604254  2.128 Th I   P
28031.6965  3566.371807  2.756 Ni I   P
28024.6873  3567.263810  3.719 Th I   P
28006.1862  3569.620438  2.307 Th II  P
28004.6169  3569.820475  3.165 Th I   P
28000.4031  3570.357715  2.374 Th I   P
27999.0993  3570.523976  2.180 Th I   P
27995.2948  3571.009220  1.894 XX 0   P
27990.8750  3571.573099  2.288 Th II  P
27987.0030  3572.067237  1.973 XX 0   P
27977.9771  3573.219647  2.548 Th II  P
27946.7244  3577.215674  2.019 Th II  P
27943.7270  3577.599396  1.956 Th I   P
27937.8217  3578.355625  1.673 Ar II  W
27933.1839  3578.949763  2.382 Th I   P
27912.4526  3581.608015  2.623 Ar II  W
27909.3270  3582.009135  2.686 Th II  P
27906.6370  3582.354424  2.983 Ar II  W
27892.4573  3584.175638  3.227 Th I   P
27859.3101  3588.440232  4.883 Ar II  W
27849.1494  3589.749503  3.205 Th I   P
27847.2515  3589.994165  2.565 Th I   P
27837.4764  3591.254823  2.067 Th I   P
27835.9449  3591.452414  3.273 Th I   P
27815.3538  3594.111161  2.225 Th II  P
27810.6301  3594.721647  2.007 XX 0   P
27808.5881  3594.985616  2.517 Th I   P
27803.6994  3595.617736  2.889 Th I   P
27789.1871  3597.495522  2.686 XX 0   P
27784.3644  3598.119977  3.779 Th I   P
27781.2396  3598.524701  2.099 Th I   P
27771.9840  3599.724018  2.595 Th I   P
27766.5206  3600.432327  2.492 Th I   P
27756.1963  3601.771594  2.046 Th I   P
27745.1609  3603.204207  2.997 Th II  P
27729.8507  3605.193661  2.524 Th I   P
27719.6407  3606.521607  3.976 Ar I   N
27712.9423  3607.393345  1.999 Th II  P
27702.8020  3608.713828  1.656 XX 0   P
27701.5136  3608.881673  1.893 Th I   P
27697.1889  3609.445187  3.718 Th II  P
27684.0333  3611.160461  2.348 Th I   P
27674.3237  3612.427480  3.945 Th I   P
27653.6150  3615.132757  3.421 Th II  P
27648.1271  3615.850348  2.366 Th I   P
27645.6236  3616.177796  2.270 Th I   P
27634.2086  3617.671589  2.351 Th I   P
27628.9255  3618.363366  2.920 Th I   P
27627.1419  3618.596972  1.754 Th I   P
27621.0814  3619.390971  3.156 Ni I   P
27582.3613  3624.472007  2.732 Th I   P
27573.5669  3625.628038  3.401 Th II  P
27541.4938  3629.850332  2.342 XX 0   P
27526.2314  3631.863019  1.960 Th I   P
27508.4284  3634.213564  2.029 Th II  P
27500.6470  3635.241904  2.389 Th II  P
27499.3037  3635.419485  2.697 Th II  P
27495.3416  3635.943368  3.438 XX 0   P
27490.6286  3636.566730  2.195 Th II  P
27474.9313  3638.644471  2.896 Th I   P
27468.8732  3639.446974  3.022 Th II  P
27447.7416  3642.249004  4.010 Th I   P
27445.3009  3642.572916  2.757 Th I   P
27438.2247  3643.512345  3.021 Th I   P
27435.8704  3643.825007  2.136 Th I   P
27429.1800  3644.713816  2.081 Th II  P
27427.1739  3644.980407  1.553 Th I   P
27419.8362  3645.955851  1.529 XX 0   P
27404.9754  3647.932982  1.918 Th I   P
27398.0489  3648.855241  1.958 Th II  P
27395.0881  3649.249611  3.008 Th II  P
27387.9210  3650.204603  1.690 Th I   P
27370.4307  3652.537225  2.577 Th II  P
27339.3192  3656.693835  3.266 Th I   P
27336.6163  3657.055400  2.210 Th I   P
27323.5167  3658.808733  3.066 Th I   P
27299.8304  3661.983328  2.405 Th I   P
27280.4011  3664.591484  1.657 XX 0   P
27262.6238  3666.981142  2.888 Th I   P
27257.8614  3667.621842  2.098 Th I   P
27254.0121  3668.139866  3.116 XX 0   P
27232.7478  3671.004152  2.063 Ar II  W
27223.1362  3672.300297  2.766 Th I   P
27221.4944  3672.521789  2.459 Th I   P
27218.3322  3672.948470  1.940 Th II  P
27212.0713  3673.793557  2.932 Th II  P
27203.9450  3674.891013  2.727 Th I   P
27198.9377  3675.567575  3.526 Th II  P
27197.2969  3675.789326  2.842 Th I   P
27196.0395  3675.959279  2.608 Th I   P
27190.6369  3676.689687  2.141 Th II  P
27187.6856  3677.088812  1.798 Th II  P
27172.5702  3679.134333  2.473 XX 0   P
27169.5418  3679.544434  2.777 Th I   P
27168.3157  3679.710495  3.132 Th II  P
27165.7322  3680.060450  2.103 Ar II  W
27140.4166  3683.493166  2.168 Th I   P
27124.9979  3685.587034  1.980 Th I   P
27109.6765  3687.670047  2.583 Th II  P
27087.9796  3690.623869  3.583 Th I   P
27082.1982  3691.411749  3.248 Th I   P
27080.7137  3691.614109  2.859 Th I   P
27073.7298  3692.566417  3.363 Th I   P
27057.4701  3694.785455  1.924 Th II  P
27053.7834  3695.288968  2.779 Th I   P
27048.7710  3695.973758  2.537 Th II  P
27041.0371  3697.030856  2.370 Th II  P
27035.8247  3697.743648  2.518 Th I   P
27033.1744  3698.106179  3.143 Th I   P
27020.2084  3699.880809  2.756 Th I   P
27013.7501  3700.765379  2.482 Th II  P
27012.1965  3700.978233  3.281 Th I   P
26998.4415  3702.863833  2.265 Th II  P
26991.8047  3703.774325  3.100 Th I   P
26970.0114  3706.767261  3.480 Th I   P
26937.0430  3711.304110  3.006 Th II  P
26934.7292  3711.622934  2.993 Th I   P
26906.1847  3715.560653  2.228 XX 0   P
26904.0060  3715.861553  2.072 Th I   P
26894.5288  3717.170997  1.573 Ar II  W
26892.9886  3717.383890  1.652 XX 0   P
26889.7666  3717.829327  2.278 Th II  P
26878.1606  3719.434728  4.284 Th I   P
26865.3005  3721.215223  3.117 Th I   P
26860.8958  3721.825450  3.850 Th II  P
26850.3317  3723.289817  2.217 Th II  P
26845.7886  3723.919923  1.973 Th I   P
26835.1721  3725.393215  2.906 XX 0   P
26819.1993  3727.612014  2.832 Th I   P
26817.1077  3727.902757  3.623 Th I   P
26807.0020  3729.308136  3.163 Ar II  W
26780.5956  3732.985429  2.704 Th I   P
26775.6680  3733.672438  2.882 Th I   P
26767.1272  3734.863800  1.400 Fe I   P
26748.1581  3737.512535  3.179 Th I   P
26745.4646  3737.888945  2.893 Ar II  W
26724.2582  3740.855132  2.568 Th II  P
26721.9158  3741.183057  4.042 Th II  P
26709.4913  3742.923393  3.603 Th I   P
26705.3183  3743.508280  2.072 XX 0   P
26689.9839  3745.659122  2.746 XX 0   P
26687.7644  3745.970638  3.004 Th I   P
26676.5955  3747.539032  2.985 Th II  P
26671.2951  3748.283801  2.308 Th II  P
26640.8391  3752.568973  3.396 Th II  P
26639.2671  3752.790420  2.100 Th I   P
