line number   order_number   physical_order_number     pixel       air_ref_wl[A]   vac_ref_wl[A] 
   514             21                  85           1748.788194     7219.151439     7221.141017 
   515             21                  85           1915.779435     7212.689565     7214.677401 
   516             21                  85           2034.055790     7208.006314     7209.992889 
   517             21                  85           2058.733916     7206.979882     7208.966195 
   518             21                  85           2072.021635     7206.482928     7208.469092 
   519             21                  85           2171.589220     7202.516112     7204.501223 
   520             21                  85           2187.063882     7201.809029     7203.793933 
   521             21                  85           2229.913357     7200.045414     7202.029843 
   522             21                  85           2441.952075     7191.132793     7193.114820 
   523             21                  85           2507.212608     7188.532023     7190.513349 
   524             21                  85           2770.055081     7176.721272     7178.699415 
   525             21                  85           2781.972994     7176.185969     7178.163968 
   526             21                  85           2843.860952     7173.372448     7175.349689 
   527             21                  85           2941.242728     7168.895141     7170.871176 
   528             21                  85           2977.562302     7167.202742     7169.178320 
   529             21                  85           3071.618279     7162.556425     7164.530770 
   530             21                  85           3149.742172     7158.838154     7160.811497 
   531             21                  85           3263.034070     7153.587630     7155.559539 
   532             21                  85           3330.295088     7150.284392     7152.255411 
   533             21                  85           3489.438414     7142.331007     7144.299883 
   534             21                  85           3807.637425     7125.819469     7127.783916 
   535             21                  85           3830.592306     7124.560689     7126.524777 
   536             22                  86            521.034054     7176.721272     7178.699415 
   537             22                  86            538.838934     7176.185969     7178.163968 
   538             22                  86            631.255106     7173.372448     7175.349689 
   539             22                  86            728.371060     7170.360710     7172.337139 
   540             22                  86            775.035756     7168.895141     7170.871176 
   541             22                  86            828.233997     7167.202742     7169.178320 
   542             22                  86            975.222617     7162.556425     7164.530770 
   543             22                  86           1238.580444     7153.587630     7155.559539 
   544             22                  86           1333.638066     7150.284392     7152.255411 
   545             22                  86           1556.136555     7142.331007     7144.299883 
   546             22                  86           1607.115660     7140.461653     7142.430026 
   547             22                  86           1816.720583     7132.609987     7134.576244 
   548             22                  86           1849.290613     7131.358550     7133.324474 
   549             22                  86           1865.986876     7130.723542     7132.689290 
   550             22                  86           1993.000000     7125.819469     7127.783916 
   551             22                  86           2024.108353     7124.560689     7126.524777 
   552             22                  86           2276.007963     7114.398383     7116.359733 
   553             22                  86           2285.858566     7113.987857     7115.949096 
   554             22                  86           2311.795411     7112.918909     7114.879860 
   555             22                  86           2385.285625     7109.860168     7111.820296 
   556             22                  86           2442.023578     7107.477291     7109.436798 
   557             22                  86           2604.204759     7100.514421     7102.472030 
   558             22                  86           2856.284955     7089.339466     7091.294064 
   559             22                  86           2867.820187     7088.823200     7090.777660 
   560             22                  86           2917.783183     7086.703961     7088.657872 
   561             22                  86           2969.508746     7084.169001     7086.122207 
   562             22                  86           3158.371232     7075.333559     7077.284384 
   563             22                  86           3219.943601     7072.393907     7074.343941 
   564             22                  86           3246.723727     7071.094142     7073.043826 
   565             22                  86           3295.887147     7068.735373     7070.684445 
   566             22                  86           3383.320145     7064.451514     7066.399408 
   567             22                  86           3445.041368     7061.394155     7063.341226 
   568             22                  86           3459.930440     7060.653804     7062.600675 
   569             22                  86           3599.397205     7053.619563     7055.564539 
   570             22                  86           3750.807778     7045.797020     7047.739889 
   571             23                  87             52.857102     7107.477291     7109.436798 
   572             23                  87            305.394862     7100.514421     7102.472030 
   573             23                  87            683.591889     7089.339466     7091.294064 
   574             23                  87            700.498389     7088.823200     7090.777660 
   575             23                  87            774.530824     7086.703961     7088.657872 
   576             23                  87            849.333416     7084.169001     7086.122207 
   577             23                  87           1120.905940     7075.333559     7077.284384 
   578             23                  87           1208.330730     7072.393907     7074.343941 
   579             23                  87           1235.197356     7071.479975     7073.429762 
   580             23                  87           1246.520852     7071.094142     7073.043826 
   581             23                  87           1314.573985     7068.735373     7070.684445 
   582             23                  87           1437.746835     7064.451514     7066.399408 
   583             23                  87           1523.597458     7061.394155     7063.341226 
   584             23                  87           1544.282390     7060.653804     7062.600675 
   585             23                  87           1575.605711     7059.525247     7061.471814 
   586             23                  87           1736.402467     7053.619563     7055.564539 
   587             23                  87           1942.847194     7045.797020     7047.739889 
   588             23                  87           2123.572613     7038.720228     7040.661191 
   589             23                  87           2184.669357     7036.283039     7038.223345 
   590             23                  87           2257.056612     7033.358768     7035.298287 
   591             23                  87           2267.707408     7032.930972     7034.870375 
   592             23                  87           2332.884257     7030.250958     7032.189616 
   593             23                  87           2387.019718     7028.022810     7029.960892 
   594             23                  87           2424.451991     7026.461598     7028.399259 
   595             23                  87           2458.080348     7025.224644     7027.161949 
   596             23                  87           2547.367314     7021.283193     7023.219459 
   597             23                  87           2566.547335     7020.484079     7022.420130 
   598             23                  87           2610.755977     7018.567528     7020.503063 
   599             23                  87           2685.870538     7015.317135     7017.251794 
   600             23                  87           2964.878831     7002.882909     7004.814220 
   601             23                  87           3010.382385     7000.803628     7002.734379 
   602             23                  87           3177.319625     6993.037071     6994.965730 
   603             23                  87           3184.570681     6992.696581     6994.625148 
   604             23                  87           3192.654145     6992.212068     6994.140484 
   605             23                  87           3248.584315     6989.655260     6991.583008 
   606             23                  87           3832.914351     6960.249543     6962.169354 
   607             24                  88            108.459932     7025.224644     7027.161949 
   608             24                  88            350.894970     7018.567528     7020.503063 
   609             24                  88            464.364601     7015.317135     7017.251794 
   610             24                  88            874.657566     7002.882909     7004.814220 
   611             24                  88            940.296415     7000.803628     7002.734379 
   612             24                  88           1178.269763     6993.037071     6994.965730 
   613             24                  88           1188.530426     6992.696581     6994.625148 
   614             24                  88           1198.628689     6992.212068     6994.140484 
   615             24                  88           1278.636632     6989.655260     6991.583008 
   616             24                  88           1525.402247     6981.083106     6983.008546 
   617             24                  88           2086.851418     6960.249543     6962.169354 
   618             24                  88           2225.625630     6954.656020     6956.574343 
   619             24                  88           2267.873293     6952.966582     6954.884450 
   620             24                  88           2300.117563     6951.477124     6953.394574 
   621             24                  88           2450.708375     6945.490210     6947.406066 
   622             24                  88           2495.822683     6943.610523     6945.525872 
   623             24                  88           2525.269645     6942.538016     6944.453077 
   624             24                  88           2638.976528     6937.663708     6939.577439 
   625             24                  88           2659.731723     6936.652750     6938.566226 
   626             24                  88           2929.409105     6925.008918     6926.919243 
   627             24                  88           3120.563864     6916.128859     6918.036809 
   628             24                  88           3254.941206     6909.849224     6911.755489 
   629             24                  88           3674.836343     6889.303144     6891.203865 
   630             24                  88           3718.631354     6887.088119     6888.988233 
   631             24                  88           3868.297397     6879.582453     6881.480570 
   632             25                  89            141.136022     6945.490210     6947.406066 
   633             25                  89            210.696334     6943.610523     6945.525872 
   634             25                  89            255.728349     6942.538016     6944.453077 
   635             25                  89            428.104671     6937.663708     6939.577439 
   636             25                  89            855.000000     6925.008918     6926.919243 
   637             25                  89           1127.884550     6916.128859     6918.036809 
   638             25                  89           1316.631026     6909.849224     6911.755489 
   639             25                  89           1813.702359     6892.249428     6894.150943 
   640             25                  89           1892.919292     6889.303144     6891.203865 
   641             25                  89           1952.810110     6887.088119     6888.988233 
   642             25                  89           2063.758619     6882.811098     6884.710070 
   643             25                  89           2116.368499     6880.772283     6882.670706 
   644             25                  89           2147.211033     6879.582453     6881.480570 
   645             25                  89           2269.324405     6874.753192     6876.649988 
   646             25                  89           2311.706170     6873.054276     6874.950629 
   647             25                  89           2425.351245     6868.451278     6870.346375 
   648             25                  89           2464.591568     6866.763067     6868.657726 
   649             25                  89           2603.443137     6861.269179     6863.162345 
   650             25                  89           2729.509750     6855.690270     6857.581930 
   651             25                  89           2738.288059     6855.315494     6857.207056 
   652             25                  89           2755.329112     6854.510251     6856.401629 
   653             25                  89           2766.239287     6854.109350     6856.000608 
   654             25                  89           2806.560435     6852.354282     6854.245055 
   655             25                  89           2819.970780     6851.884961     6853.775609 
   656             25                  89           3320.468571     6829.035562     6830.920056 
   657             25                  89           3356.725639     6827.249245     6829.133249 
   658             25                  89           3411.954962     6824.677603     6826.560925 
   659             25                  89           3436.284806     6823.507684     6825.390718 
   660             26                  90            137.396363     6868.451278     6870.346375 
   661             26                  90            197.687786     6866.763067     6868.657726 
   662             26                  90            402.591997     6861.269179     6863.162345 
   663             26                  90            649.119591     6854.109350     6856.000608 
   664             26                  90            727.673406     6851.884961     6853.775609 
   665             26                  90           1286.673829     6834.059086     6835.944943 
   666             26                  90           1321.970870     6832.892620     6834.778151 
   667             26                  90           1435.744001     6829.035562     6830.920056 
   668             26                  90           1485.744397     6827.249245     6829.133249 
   669             26                  90           1561.620425     6824.677603     6826.560925 
   670             26                  90           1594.929739     6823.507684     6825.390718 
   671             26                  90           1814.036658     6815.611803     6817.492694 
   672             26                  90           1891.907751     6812.775403     6814.655544 
   673             26                  90           1951.628121     6810.550549     6812.430099 
   674             26                  90           2005.436948     6808.531565     6810.410552 
   675             26                  90           2037.397431     6807.318004     6809.196681 
   676             26                  90           2079.937747     6805.749528     6807.627767 
   677             26                  90           2104.826165     6804.738129     6806.616093 
   678             26                  90           2155.484832     6802.785657     6804.663102 
   679             26                  90           2214.974931     6800.465532     6802.342332 
   680             26                  90           2265.456921     6798.487313     6800.363583 
   681             26                  90           2308.494540     6796.782639     6798.658451 
   682             26                  90           2333.231321     6795.797722     6797.673284 
   683             26                  90           2446.480604     6791.234859     6793.109209 
   684             26                  90           2511.000000     6788.840240     6790.713905 
   685             26                  90           2531.955158     6787.736551     6789.609936 
   686             26                  90           2713.906129     6780.125504     6781.996829 
   687             26                  90           2756.471433     6778.313276     6780.184125 
   688             26                  90           3209.840887     6758.203031     6760.068459 
   689             26                  90           3233.486483     6757.109172     6758.974340 
   690             26                  90           3307.877889     6753.659461     6755.523691 
   691             27                  91            204.356322     6791.234859     6793.109209 
   692             27                  91            293.420742     6788.840240     6790.713905 
   693             27                  91            333.928768     6787.736551     6789.609936 
   694             27                  91            604.007591     6780.125504     6781.996829 
   695             27                  91            666.213026     6778.313276     6780.184125 
   696             27                  91           1053.461101     6766.612079     6768.479764 
   697             27                  91           1310.180553     6758.203031     6760.068459 
   698             27                  91           1343.074868     6757.109172     6758.974340 
   699             27                  91           1445.594659     6753.659461     6755.523691 
   700             27                  91           1510.890060     6751.427406     6753.291041 
   701             27                  91           1754.339111     6742.884245     6744.745550 
   702             27                  91           1765.103838     6742.498602     6744.359803 
   703             27                  91           1781.051482     6741.922163     6743.783222 
   704             27                  91           1884.345417     6738.180180     6740.040227 
   705             27                  91           1966.687770     6735.126311     6736.985525 
   706             27                  91           2000.358436     6733.748613     6735.607495 
   707             27                  91           2032.939511     6732.649499     6734.508081 
   708             27                  91           2104.619626     6729.933252     6731.791091 
   709             27                  91           2135.704788     6728.758749     6730.616271 
   710             27                  91           2155.057114     6728.118304     6729.975637 
   711             27                  91           2291.324177     6722.890153     6724.746102 
   712             27                  91           2426.212714     6717.384832     6719.239294 
   713             27                  91           2480.598404     6715.188149     6717.042019 
   714             27                  91           2510.615283     6713.969781     6715.823315 
   715             27                  91           2577.067725     6711.252013     6713.104838 
   716             27                  91           2594.249182     6710.542891     6712.395532 
   717             27                  91           2872.519305     6698.874332     6700.723810 
   718             27                  91           2897.936031     6697.712496     6699.561648 
   719             27                  91           2976.747925     6694.496307     6696.344598 
   720             27                  91           2977.000000     6694.006106     6695.854297 
   721             27                  91           3011.949159     6692.726335     6694.574159 
   722             27                  91           3193.471639     6684.788419     6686.634115 
   723             27                  91           3198.839298     6684.293258     6686.138798 
   724             27                  91           3220.481786     6683.367225     6685.212516 
   725             27                  91           3321.732234     6678.706868     6680.550945 
   726             27                  91           3407.570431     6674.696969     6676.539934 
   727             27                  91           3584.926249     6666.358628     6668.199375 
   728             27                  91           3630.709889     6664.050878     6665.890979 
   729             27                  91           3738.990436     6658.677188     6660.515858 
   730             28                  92            334.599009     6713.969781     6715.823315 
   731             28                  92            433.902137     6711.252013     6713.104838 
   732             28                  92            863.835390     6698.874332     6700.723810 
   733             28                  92            900.024679     6697.712496     6699.561648 
   734             28                  92           1011.000000     6694.496307     6696.344598 
   735             28                  92           1025.869775     6694.006106     6695.854297 
   736             28                  92           1061.519767     6692.726335     6694.574159 
   737             28                  92           1312.375220     6684.788419     6686.634115 
   738             28                  92           1325.470946     6684.293258     6686.138798 
   739             28                  92           1352.175859     6683.367225     6685.212516 
   740             28                  92           1450.656469     6680.081626     6681.926048 
   741             28                  92           1491.376813     6678.706868     6680.550945 
   742             28                  92           1608.423980     6674.696969     6676.539934 
   743             28                  92           1640.582102     6673.579996     6675.422685 
   744             28                  92           1684.767198     6672.112894     6673.955160 
   745             28                  92           1847.969781     6666.358628     6668.199375 
   746             28                  92           1908.158656     6664.050878     6665.890979 
   747             28                  92           1917.774503     6663.696428     6665.536458 
   748             28                  92           1998.151692     6660.675984     6662.515209 
   749             28                  92           2053.779542     6658.677188     6660.515858 
   750             28                  92           2138.549858     6655.488955     6657.326748 
   751             28                  92           2190.088432     6653.602081     6655.439384 
   752             28                  92           2308.510327     6648.957834     6650.793882 
   753             28                  92           2320.373393     6648.495757     6650.331679 
   754             28                  92           2370.264483     6646.540749     6648.376142 
   755             28                  92           2544.684938     6639.740761     6641.574356 
   756             28                  92           2560.980602     6638.911903     6640.745270 
   757             28                  92           2574.715358     6638.221029     6640.054215 
   758             28                  92           2725.000000     6632.083536     6633.915072 
   759             28                  92           3010.249751     6619.945897     6621.774172 
   760             28                  92           3051.599902     6618.164963     6619.992761 
   761             28                  92           3066.356261     6617.515959     6619.343567 
   762             28                  92           3076.691382     6617.058979     6618.886470 
   763             28                  92           3334.860049     6605.416955     6607.241314 
   764             28                  92           3341.224642     6604.853430     6606.677637 
   765             29                  93            408.692925     6639.740761     6641.574356 
   766             29                  93            441.379803     6638.911903     6640.745270 
   767             29                  93            461.707683     6638.221029     6640.054215 
   768             29                  93           1087.094708     6619.945897     6621.774172 
   769             29                  93           1145.015325     6618.164963     6619.992761 
   770             29                  93           1165.528205     6617.515959     6619.343567 
   771             29                  93           1179.937815     6617.058979     6618.886470 
   772             29                  93           1535.195663     6605.416955     6607.241314 
   773             29                  93           1550.738616     6604.853430     6606.677637 
   774             29                  93           1588.202818     6603.620514     6605.444370 
   775             29                  93           1613.560202     6602.762524     6604.586155 
   776             29                  93           1660.390497     6601.129285     6602.952489 
   777             29                  93           1707.987814     6599.482253     6601.304990 
   778             29                  93           1727.242718     6598.675206     6600.497733 
   779             29                  93           1805.051897     6596.113003     6597.934836 
   780             29                  93           1878.064197     6593.462049     6595.283191 
   781             29                  93           2090.550927     6585.694057     6587.513086 
   782             29                  93           2119.344371     6584.612923     6586.431678 
   783             29                  93           2235.452569     6580.229860     6582.047426 
   784             29                  93           2302.648288     6577.656281     6579.473164 
   785             29                  93           2342.424551     6576.123271     6577.939732 
   786             29                  93           2464.186039     6571.399020     6573.214228 
   787             29                  93           2507.072921     6569.632213     6571.446926 
   788             29                  93           2622.343901     6565.068770     6566.882278 
   789             29                  93           2635.994185     6564.444993     6566.258333 
   790             29                  93           2771.169677     6558.875783     6560.687637 
   791             29                  93           2939.609842     6551.705620     6553.515546 
   792             29                  93           2977.006393     6550.185283     6551.994790 
   793             29                  93           3083.529274     6545.718868     6547.527164 
   794             30                  94            581.741613     6564.444993     6566.258333 
   795             30                  94            776.789083     6558.875783     6560.687637 
   796             30                  94           1014.564914     6551.705620     6553.515546 
   797             30                  94           1068.043880     6550.185283     6551.994790 
   798             30                  94           1216.229966     6545.718868     6547.527164 
   799             30                  94           1325.252073     6542.049823     6543.857140 
   800             30                  94           1505.491908     6536.144540     6537.950248 
   801             30                  94           1775.700978     6526.906056     6528.709294 
   802             30                  94           1913.428033     6522.042420     6523.844361 
   803             30                  94           2135.649237     6513.845387     6515.645133 
   804             30                  94           2319.927013     6506.986702     6508.784597 
   805             30                  94           2409.984565     6503.511916     6505.308856 
   806             30                  94           2448.963556     6501.991345     6503.787884 
   807             30                  94           2468.514500     6501.361901     6503.158278 
   808             30                  94           2564.339795     6497.490430     6499.285751 
   809             30                  94           2669.584422     6493.197488     6494.991653 
   810             30                  94           2729.971327     6490.737378     6492.530885 
   811             30                  94           2775.156098     6488.883005     6490.676011 
   812             30                  94           2808.927524     6487.480759     6489.273422 
   813             30                  94           2918.160741     6483.083300     6484.874746 
   814             30                  94           3159.000000     6472.429914     6474.218535 
   815             30                  94           3188.889597     6471.213617     6473.001873 
   816             31                  95            143.214506     6506.986702     6508.784597 
   817             31                  95            336.990172     6501.991345     6503.787884 
   818             31                  95            659.712146     6493.197488     6494.991653 
   819             31                  95            746.394179     6490.737378     6492.530885 
   820             31                  95            810.763023     6488.883005     6490.676011 
   821             31                  95            858.685890     6487.480759     6489.273422 
   822             31                  95           1012.625228     6483.083300     6484.874746 
   823             31                  95           1260.731360     6475.323342     6477.112711 
   824             31                  95           1386.950562     6471.213617     6473.001873 
   825             31                  95           1495.393771     6467.675057     6469.462400 
   826             31                  95           1709.656914     6460.474603     6462.259998 
   827             31                  95           1859.658021     6455.264689     6457.048697 
   828             31                  95           1950.910223     6452.058673     6453.841810 
   829             31                  95           1984.448968     6450.954302     6452.737137 
   830             31                  95           2096.798853     6446.770949     6448.552670 
   831             31                  95           2229.594778     6441.900583     6443.680981 
   832             31                  95           2569.630456     6428.773744     6430.550610 
   833             31                  95           2669.161557     6424.813432     6426.589257 
   834             31                  95           2720.962629     6422.897702     6424.673006 
   835             31                  95           2736.322769     6422.107178     6423.882247 
   836             31                  95           2895.528224     6415.537946     6417.311257 
   837             31                  95           2941.618617     6413.614241     6415.387034 
   838             31                  95           3053.391330     6408.903751     6410.675282 
   839             31                  95           3109.947787     6406.445887     6408.216749 
   840             31                  95           3241.359190     6400.697592     6402.466906 
   841             31                  95           3273.133041     6399.207531     6400.976472 
   842             31                  95           3535.812663     6387.395420     6389.161161 
   843             31                  95           3757.804629     6376.930646     6378.693571 
   844             32                  96            783.361516     6422.107178     6423.882247 
   845             32                  96           1071.936841     6413.614241     6415.387034 
   846             32                  96           1226.395562     6408.903751     6410.675282 
   847             32                  96           1304.152653     6406.445887     6408.216749 
   848             32                  96           1483.106316     6400.697592     6402.466906 
   849             32                  96           1526.809060     6399.207531     6400.976472 
   850             32                  96           1597.227462     6396.950247     6398.718577 
   851             32                  96           1662.589596     6394.729845     6396.497585 
   852             32                  96           1798.755472     6390.128335     6391.894832 
   853             32                  96           1836.777298     6388.813122     6390.579243 
   854             32                  96           1877.593831     6387.395420     6389.161161 
   855             32                  96           2047.984433     6381.360396     6383.124530 
   856             32                  96           2094.706808     6379.673103     6381.436778 
   857             32                  96           2169.956222     6376.930646     6378.693571 
   858             32                  96           2369.466171     6369.575508     6371.336489 
   859             32                  96           2531.200725     6363.271719     6365.030988 
   860             32                  96           2557.458089     6362.251095     6364.010087 
   861             32                  96           2622.815103     6359.674339     6361.432659 
   862             32                  96           2636.499545     6359.131200     6360.889385 
   863             32                  96           2677.503707     6357.679181     6359.436967 
   864             32                  96           2717.435306     6355.910728     6357.668022 
   865             32                  96           2720.881904     6355.629962     6357.387197 
   866             32                  96           2893.783920     6348.737373     6350.492737 
   867             32                  96           2956.471851     6346.120802     6347.875472 
   868             32                  96           3109.106220     6339.668592     6341.421540 
   869             32                  96           3156.780452     6337.620376     6339.372754 
   870             32                  96           3412.241521     6326.366601     6328.115964 
   871             33                  97            281.291527     6369.575508     6371.336489 
   872             33                  97            648.701012     6359.674339     6361.432659 
   873             33                  97            720.533576     6357.679181     6359.436967 
   874             33                  97            744.800456     6357.022890     6358.780492 
   875             33                  97            783.580483     6355.910728     6357.668022 
   876             33                  97            788.498898     6355.629962     6357.387197 
   877             33                  97           1031.035376     6348.737373     6350.492737 
   878             33                  97           1118.309165     6346.120802     6347.875472 
   879             33                  97           1327.793798     6339.668592     6341.421540 
   880             33                  97           1392.695407     6337.620376     6339.372754 
   881             33                  97           1584.498497     6331.414229     6333.164945 
   882             33                  97           1736.254064     6326.366601     6328.115964 
   883             33                  97           1869.509956     6321.820008     6323.568155 
   884             33                  97           2001.852294     6317.183397     6318.930288 
   885             33                  97           2041.559981     6315.774781     6317.521312 
   886             33                  97           2129.202468     6312.624675     6314.370349 
   887             33                  97           2179.683111     6310.810115     6312.555292 
   888             33                  97           2226.205641     6309.160048     6310.904807 
   889             33                  97           2271.343019     6307.657424     6309.401756 
   890             33                  97           2357.465863     6304.242481     6305.985922 
   891             33                  97           2383.761994     6303.250903     6304.994050 
   892             33                  97           2432.679405     6301.412500     6303.155177 
   893             33                  97           2447.518511     6300.916443     6302.658992 
   894             33                  97           2547.151528     6296.873431     6298.614875 
   895             33                  97           2643.660571     6293.242453     6294.982925 
   896             33                  97           2652.556335     6292.891193     6294.631574 
   897             33                  97           2695.760686     6291.191394     6292.931321 
   898             33                  97           2794.293423     6287.255422     6288.994280 
   899             33                  97           2843.156612     6285.278073     6287.016420 
   900             33                  97           2991.714844     6279.163311     6280.899987 
   901             33                  97           3063.584935     6276.163901     6277.899771 
   902             33                  97           3111.838652     6274.117134     6275.852472 
   903             33                  97           3171.866023     6271.545663     6273.280300 
   904             33                  97           3408.521852     6261.063971     6262.795792 
   905             33                  97           3492.990445     6257.423258     6259.154130 
   906             34                  98            156.704024     6307.657424     6309.401756 
   907             34                  98            329.541921     6303.250903     6304.994050 
   908             34                  98            423.279762     6300.916443     6302.658992 
   909             34                  98            576.826657     6296.873431     6298.614875 
   910             34                  98            705.921770     6293.242453     6294.982925 
   911             34                  98            718.717703     6292.891193     6294.631574 
   912             34                  98            779.857593     6291.191394     6292.931321 
   913             34                  98            918.472278     6287.255422     6288.994280 
   914             34                  98            986.584624     6285.278073     6287.016420 
   915             34                  98           1191.922666     6279.163311     6280.899987 
   916             34                  98           1254.889156     6277.240161     6278.976338 
   917             34                  98           1290.227672     6276.163901     6277.899771 
   918             34                  98           1355.822090     6274.117134     6275.852472 
   919             34                  98           1437.141765     6271.545663     6273.280300 
   920             34                  98           1758.503248     6261.063971     6262.795792 
   921             34                  98           1831.177665     6258.606445     6260.337617 
   922             34                  98           1865.787329     6257.423258     6259.154130 
   923             34                  98           2065.409183     6250.485123     6252.214104 
   924             34                  98           2126.000000     6248.405488     6250.133909 
   925             34                  98           2274.512622     6243.120579     6244.847610 
   926             34                  98           2328.449466     6240.953508     6242.679951 
   927             34                  98           2361.325052     6239.713735     6241.439826 
   928             34                  98           2491.078139     6234.855274     6236.580088 
   929             34                  98           2710.335512     6226.369616     6228.092141 
   930             34                  98           2869.564426     6220.011596     6221.732414 
   931             34                  98           2971.737383     6215.939548     6217.659273 
   932             34                  98           3143.444412     6208.686951     6210.404711 
   933             34                  98           3209.400980     6205.859937     6207.576954 
   934             35                  99            276.715491     6240.953508     6242.679951 
   935             35                  99            514.332130     6234.855274     6236.580088 
   936             35                  99            826.554833     6226.369616     6228.092141 
   937             35                  99           1048.476691     6220.011596     6221.732414 
   938             35                  99           1184.909797     6215.939548     6217.659273 
   939             35                  99           1422.157211     6208.686951     6210.404711 
   940             35                  99           1451.902460     6207.749451     6209.466967 
   941             35                  99           1511.293131     6205.859937     6207.576954 
   942             35                  99           1679.326232     6200.432855     6202.148409 
   943             35                  99           1832.668531     6195.320590     6197.034796 
   944             35                  99           1876.202156     6193.855665     6195.569444 
   945             35                  99           2013.912297     6189.144126     6190.856657 
   946             35                  99           2069.748859     6187.135068     6188.847074 
   947             35                  99           2251.024788     6180.704936     6182.415190 
   948             35                  99           2316.930036     6178.431309     6180.140961 
   949             35                  99           2456.532107     6173.095869     6174.804085 
   950             35                  99           2598.376006     6167.626663     6169.333421 
   951             35                  99           2663.546209     6165.123306     6166.829398 
   952             35                  99           2763.130666     6161.352783     6163.057858 
   953             35                  99           2870.422711     6157.087549     6158.791493 
   954             35                  99           2919.078085     6155.238304     6156.941750 
   955             35                  99           2945.143942     6154.067977     6155.771111 
   956             35                  99           2996.088923     6151.993136     6153.695701 
   957             35                  99           3027.755703     6150.683097     6152.385294 
   958             36                 100            190.462152     6180.704936     6182.415190 
   959             36                 100            288.143218     6178.431309     6180.140961 
   960             36                 100            786.566079     6165.123306     6166.829398 
   961             36                 100            925.643603     6161.352783     6163.057858 
   962             36                 100           1074.177920     6157.087549     6158.791493 
   963             36                 100           1140.985472     6155.238304     6156.941750 
   964             36                 100           1176.567834     6154.067977     6155.771111 
   965             36                 100           1246.092902     6151.993136     6153.695701 
   966             36                 100           1289.133897     6150.683097     6152.385294 
   967             36                 100           1481.461805     6144.757809     6146.458413 
   968             36                 100           1566.677705     6142.074202     6143.774107 
   969             36                 100           1592.696200     6141.224257     6142.923922 
   970             36                 100           1641.602871     6139.650409     6141.349660 
   971             36                 100           1694.509146     6137.927168     6139.625949 
   972             36                 100           1732.087984     6136.702068     6138.400540 
   973             36                 100           1819.325821     6133.814129     6135.511810 
   974             36                 100           1929.150512     6130.119929     6131.816631 
   975             36                 100           2056.750722     6125.739064     6127.434573 
   976             36                 100           2092.574226     6124.480350     6126.175520 
   977             36                 100           2110.850508     6123.833472     6125.528495 
   978             36                 100           2128.857735     6123.362088     6125.056954 
   979             36                 100           2203.822123     6120.556142     6122.250256 
   980             36                 100           2325.853432     6116.166035     6117.858987 
   981             36                 100           2399.384828     6113.465684     6115.157902 
   982             36                 100           2416.733382     6112.837405     6114.529466 
   983             36                 100           2558.631446     6107.533218     6109.223856 
   984             36                 100           2608.390063     6105.635022     6107.325136 
   985             36                 100           2688.149140     6102.594888     6104.284212 
   986             36                 100           2710.624969     6101.725299     6103.414373 
   987             36                 100           2719.451247     6101.161657     6102.850584 
   988             36                 100           2778.465246     6099.083282     6100.771655 
   989             36                 100           2785.067911     6098.803276     6100.491555 
   990             36                 100           2802.962094     6098.119995     6099.808123 
   991             36                 100           2986.222476     6090.786428     6092.472572 
   992             36                 100           3054.308839     6088.030147     6089.715565 
   993             36                 100           3072.949177     6087.262239     6088.947454 
   994             36                 100           3265.509592     6079.223155     6080.906189 
   995             36                 100           3284.345146     6078.421720     6080.104551 
   996             36                 100           3297.222203     6077.873444     6079.556111 
   997             36                 100           3315.184703     6077.106230     6078.788712 
   998             37                 101            461.045937     6112.837405     6114.529466 
   999             37                 101            664.273729     6107.533218     6109.223856 
   1000             37                 101            732.983863     6105.635022     6107.325136 
   1001             37                 101            846.077638     6102.594888     6104.284212 
   1002             37                 101            877.455097     6101.725299     6103.414373 
   1003             37                 101            896.000000     6101.161657     6102.850584 
   1004             37                 101            971.543744     6099.083282     6100.771655 
   1005             37                 101            980.949928     6098.803276     6100.491555 
   1006             37                 101           1255.947569     6090.786428     6092.472572 
   1007             37                 101           1347.971763     6088.030147     6089.715565 
   1008             37                 101           1373.164204     6087.262239     6088.947454 
   1009             37                 101           1630.374772     6079.223155     6080.906189 
   1010             37                 101           1655.398597     6078.421720     6080.104551 
   1011             37                 101           1672.417777     6077.873444     6079.556111 
   1012             37                 101           1696.209054     6077.106230     6078.788712 
   1013             37                 101           1818.519003     6073.103405     6074.784792 
   1014             37                 101           1901.435588     6070.341055     6072.021719 
   1015             37                 101           1940.670618     6069.020461     6070.700753 
   1016             37                 101           2035.830682     6065.779692     6067.459127 
   1017             37                 101           2253.196431     6058.179884     6059.857283 
   1018             37                 101           2325.599085     6055.593561     6057.270267 
   1019             37                 101           2386.530996     6053.380881     6055.056986 
   1020             37                 101           2407.724194     6052.723191     6054.399127 
   1021             37                 101           2448.308415     6050.981354     6052.656831 
   1022             37                 101           2563.620486     6046.898423     6048.572810 
   1023             37                 101           2675.866414     6042.589816     6044.263033 
   1024             37                 101           2777.394307     6038.680894     6040.353086 
   1025             37                 101           2866.524634     6035.192945     6036.864171 
   1026             37                 101           2925.115058     6032.872513     6034.543125 
   1027             37                 101           2985.821188     6030.444634     6032.114592 
   1028             37                 101           3115.804462     6025.150120     6026.818656 
   1029             37                 101           3215.560328     6021.035954     6022.703400 
   1030             37                 101           3390.979686     6013.677581     6015.343047 
   1031             37                 101           3470.666998     6010.160403     6011.824947 
