 line number   order_number   physical_order_number     pixel       air_ref_wl[A]   vac_ref_wl[A]   air_model_wl[A]   vac_model_wl[A]   air_resid[A]   vac_resid[A] 
   291             13                  77           1136.414038     7993.680797     7995.879372     7993.682002       7995.880576      -0.001205      -0.001204
   292             13                  77           1176.772747     7992.158716     7994.356879     7992.160295       7994.358458      -0.001579      -0.001579
   293             13                  77           1197.669905     7991.365442     7993.563391     7991.367986       7993.565935      -0.002544      -0.002544
   294             13                  77           1286.274316     7987.973076     7990.170109     7987.975220       7990.172252      -0.002144      -0.002143
   295             13                  77           1447.158213     7981.677181     7983.872514     7981.676198       7983.871529       0.000983       0.000985
   296             13                  77           1633.435030     7974.159111     7976.352412     7974.157987       7976.351288       0.001124       0.001124
   297             13                  77           1671.429282     7972.595942     7974.788822     7972.594653       7974.787532       0.001289       0.001290
   298             13                  77           1727.738301     7970.253705     7972.445951     7970.258999       7972.451247      -0.005294      -0.005296
   299             13                  77           1923.063858     7961.983123     7964.173135     7961.982461       7964.172475       0.000662       0.000660
   300             13                  77           2038.246525     7956.973426     7959.162112     7956.973527       7959.162189      -0.000101      -0.000077
   301             13                  77           2092.258600     7954.592217     7956.780234     7954.591579       7956.779597       0.000638       0.000637
   302             13                  77           2375.965599     7941.725859     7943.910400     7941.727400       7943.911944      -0.001541      -0.001544
   303             13                  77           2461.436407     7937.733470     7939.916934     7937.733961       7939.917426      -0.000491      -0.000492
   304             13                  77           2726.532880     7924.991405     7927.171427     7924.991638       7927.171660      -0.000233      -0.000233
   305             13                  77           2898.261657     7916.441468     7918.619210     7916.442820       7918.620533      -0.001352      -0.001323
   306             13                  77           3209.845867     7900.319926     7902.493285     7900.318606       7902.491965       0.001320       0.001320
   307             13                  77           3222.930072     7899.622869     7901.796036     7899.623742       7901.796913      -0.000873      -0.000877
   308             13                  77           3381.675265     7891.074479     7893.245372     7891.075909       7893.246773      -0.001430      -0.001401
   309             13                  77           3468.952974     7886.282980     7888.452548     7886.282469       7888.452039       0.000511       0.000509
   310             13                  77           3825.626847     7865.969770     7868.133853     7865.972570       7868.136648      -0.002800      -0.002795
   311             13                  77           3859.077454     7864.021806     7866.185363     7864.006320       7866.169864       0.015486       0.015499
   312             13                  77           3894.496263     7861.909446     7864.072403     7861.912501       7864.075476      -0.003055      -0.003073
   313             14                  78            407.558951     7916.441468     7918.619210     7916.442349       7918.620062      -0.000881      -0.000852
   314             14                  78            884.296497     7900.319926     7902.493285     7900.320800       7902.494160      -0.000874      -0.000875
   315             14                  78            903.965642     7899.622869     7901.796036     7899.623184       7901.796355      -0.000315      -0.000319
   316             14                  78           1139.240118     7891.074479     7893.245372     7891.076845       7893.247708      -0.002366      -0.002336
   317             14                  78           1266.864627     7886.282980     7888.452548     7886.284275       7888.453843      -0.001295      -0.001295
   318             14                  78           1736.456950     7867.688297     7869.852844     7867.689012       7869.853560      -0.000715      -0.000716
   319             14                  78           1778.039456     7865.969770     7868.133853     7865.968657       7868.132740       0.001113       0.001113
   320             14                  78           1824.755037     7864.021806     7866.185363     7864.021446       7866.185004       0.000360       0.000359
   321             14                  78           1875.005669     7861.909446     7864.072403     7861.909710       7864.072698      -0.000264      -0.000295
   322             14                  78           2185.636266     7848.454642     7850.613995     7848.455970       7850.615326      -0.001328      -0.001331
   323             14                  78           2206.254282     7847.539388     7849.698495     7847.538338       7849.697446       0.001050       0.001049
   324             14                  78           2323.403171     7842.265566     7844.423248     7842.265346       7844.423031       0.000220       0.000217
   325             14                  78           2333.800604     7841.791042     7843.948596     7841.792462       7843.950019      -0.001420      -0.001423
   326             14                  78           2449.827393     7836.459704     7838.615818     7836.460937       7838.617054      -0.001233      -0.001236
   327             14                  78           2467.876638     7835.620881     7837.776769     7835.622511       7837.778402      -0.001630      -0.001633
   328             14                  78           2492.822134     7834.457746     7836.613320     7834.459703       7836.615280      -0.001957      -0.001960
   329             14                  78           2746.008906     7822.387696     7824.540011     7822.389260       7824.541576      -0.001564      -0.001565
   330             14                  78           2840.252459     7817.769853     7819.920922     7817.769355       7819.920424       0.000498       0.000498
   331             14                  78           2872.912918     7816.153359     7818.303991     7816.151950       7818.302582       0.001409       0.001409
   332             14                  78           2909.617397     7814.322428     7816.472539     7814.324145       7816.474283      -0.001717      -0.001744
   333             14                  78           2916.618395     7813.972856     7816.122895     7813.974288       7816.124331      -0.001432      -0.001436
   334             14                  78           2926.553455     7813.476036     7815.625945     7813.477134       7815.627044      -0.001098      -0.001099
   335             14                  78           3037.424096     7807.875886     7810.024283     7807.875114       7810.023510       0.000772       0.000773
   336             14                  78           3102.704437     7804.530006     7806.677499     7804.529818       7806.677311       0.000188       0.000188
   337             14                  78           3277.095266     7795.418454     7797.563463     7795.419543       7797.564577      -0.001089      -0.001114
   338             14                  78           3398.348631     7788.934115     7791.077398     7788.933136       7791.076420       0.000979       0.000978
   339             14                  78           3519.643632     7782.316513     7784.458010     7782.316486       7784.457984       0.000027       0.000026
   340             14                  78           3705.041157     7771.946753     7774.085450     7771.948646       7774.087344      -0.001893      -0.001894
   341             15                  79            358.991985     7817.769853     7819.920922     7817.769431       7819.920499       0.000422       0.000423
   342             15                  79            467.100351     7814.322428     7816.472539     7814.322723       7816.472861      -0.000295      -0.000322
   343             15                  79            477.949684     7813.972856     7816.122895     7813.972647       7816.122691       0.000209       0.000204
   344             15                  79            663.281549     7807.875886     7810.024283     7807.874130       7810.022527       0.001756       0.001756
   345             15                  79            762.121016     7804.530006     7806.677499     7804.529771       7806.677266       0.000235       0.000233
   346             15                  79           1022.209185     7795.418454     7797.563463     7795.421111       7797.566146      -0.002657      -0.002683
   347             15                  79           1200.017001     7788.934115     7791.077398     7788.934929       7791.078212      -0.000814      -0.000814
   348             15                  79           1375.696529     7782.316513     7784.458010     7782.317856       7784.459352      -0.001343      -0.001342
   349             15                  79           1474.821557     7778.492192     7780.632656     7778.492114       7780.632578       0.000078       0.000078
   350             15                  79           1521.360483     7776.672664     7778.812636     7776.672878       7778.812851      -0.000214      -0.000215
   351             15                  79           1640.527011     7771.946753     7774.085450     7771.947063       7774.085761      -0.000310      -0.000311
   352             15                  79           1866.199287     7762.731966     7764.868175     7762.729150       7764.865360       0.002816       0.002815
   353             15                  79           1890.575239     7761.713300     7763.849234     7761.712273       7763.848208       0.001027       0.001026
   354             15                  79           2332.124138     7742.562810     7744.693574     7742.562421       7744.693188       0.000389       0.000386
   355             15                  79           2568.273447     7731.738494     7733.866337     7731.739061       7733.866905      -0.000567      -0.000568
   356             15                  79           2627.653959     7728.950948     7731.078038     7728.951877       7731.078969      -0.000929      -0.000931
   357             15                  79           2938.129190     7713.937717     7716.060754     7713.937669       7716.060706       0.000048       0.000048
   358             15                  79           2968.943640     7712.404926     7714.527549     7712.406315       7714.528939      -0.001389      -0.001390
   359             15                  79           2994.537062     7711.124803     7713.247081     7711.128663       7713.250942      -0.003860      -0.003861
   360             15                  79           3011.690894     7710.269186     7712.391234     7710.269385       7712.391433      -0.000199      -0.000199
   361             15                  79           3119.448764     7704.816383     7706.936941     7704.817148       7706.937724      -0.000765      -0.000783
   362             15                  79           3141.575341     7703.684970     7705.805240     7703.685901       7705.806172      -0.000931      -0.000932
   363             15                  79           3191.729308     7701.108035     7703.227610     7701.106806       7703.226381       0.001229       0.001229
   364             15                  79           3369.968170     7691.770605     7693.887662     7691.771179       7693.888235      -0.000574      -0.000573
   365             15                  79           3490.480938     7685.307498     7687.422808     7685.305591       7687.420902       0.001907       0.001906
   366             15                  79           3655.977605     7676.219503     7678.332360     7676.218872       7678.331730       0.000631       0.000630
   367             15                  79           3765.677208     7670.056955     7672.168133     7670.059794       7672.170987      -0.002839      -0.002854
   368             16                  80             64.431155     7728.950948     7731.078038     7728.948354       7731.075447       0.002594       0.002591
   369             16                  80            551.405861     7713.937717     7716.060754     7713.936034       7716.059072       0.001683       0.001682
   370             16                  80            663.417509     7710.269186     7712.391234     7710.268151       7712.390199       0.001035       0.001035
   371             16                  80            825.460790     7704.816383     7706.936941     7704.817828       7706.938405      -0.001445      -0.001464
   372             16                  80            858.495430     7703.684970     7705.805240     7703.685696       7705.805968      -0.000726      -0.000728
   373             16                  80            932.956930     7701.108035     7703.227610     7701.107621       7703.227197       0.000414       0.000413
   374             16                  80           1194.323795     7691.770605     7693.887662     7691.769483       7693.886537       0.001122       0.001125
   375             16                  80           1368.178319     7685.307498     7687.422808     7685.307087       7687.422398       0.000411       0.000410
   376             16                  80           1428.470678     7683.018869     7685.133561     7683.018758       7685.133451       0.000111       0.000110
   377             16                  80           1603.959932     7676.219503     7678.332360     7676.218941       7678.331798       0.000562       0.000562
   378             16                  80           1703.894196     7672.255125     7674.366912     7672.253413       7674.365201       0.001712       0.001711
   379             16                  80           1758.516188     7670.056955     7672.168133     7670.057117       7672.168312      -0.000162      -0.000179
   380             16                  80           1785.602971     7668.960731     7671.071629     7668.960397       7671.071296       0.000334       0.000333
   381             16                  80           1844.319634     7666.567883     7668.678135     7666.565677       7668.675930       0.002206       0.002205
   382             16                  80           1981.261648     7660.890300     7662.999020     7660.887870       7662.996591       0.002430       0.002429
   383             16                  80           2001.854196     7660.023374     7662.131859     7660.022781       7662.131269       0.000593       0.000590
   384             16                  80           2127.040502     7654.699741     7656.806790     7654.699672       7656.806723       0.000069       0.000067
   385             16                  80           2147.315483     7653.828355     7655.935169     7653.827143       7655.933958       0.001212       0.001211
   386             16                  80           2182.197638     7652.320117     7654.426524     7652.319169       7654.425578       0.000948       0.000946
   387             16                  80           2195.470027     7651.745077     7653.851328     7651.743123       7653.849376       0.001954       0.001952
   388             16                  80           2212.513140     7651.000546     7653.106596     7651.001578       7653.107631      -0.001032      -0.001035
   389             16                  80           2295.091255     7647.379393     7649.484466     7647.379163       7649.484239       0.000230       0.000227
   390             16                  80           2700.298838     7628.881301     7630.981369     7628.882687       7630.982770      -0.001386      -0.001401
   391             16                  80           2736.415809     7627.174830     7629.274451     7627.174594       7629.274216       0.000236       0.000235
   392             16                  80           2767.325713     7625.705231     7627.804455     7625.704864       7627.804090       0.000367       0.000365
   393             16                  80           2811.988998     7623.568225     7625.666872     7623.568245       7625.666894      -0.000020      -0.000022
   394             16                  80           2884.288027     7620.077241     7622.174947     7620.076939       7622.174645       0.000302       0.000302
   395             16                  80           2919.837058     7618.343787     7620.441013     7618.345372       7620.442610      -0.001585      -0.001597
   396             16                  80           2953.787876     7616.682707     7618.779496     7616.682407       7618.779197       0.000300       0.000299
   397             16                  80           3131.602857     7607.823001     7609.917400     7607.823262       7609.917661      -0.000261      -0.000261
   398             16                  80           3214.168339     7603.624269     7605.717534     7603.622922       7605.716188       0.001347       0.001346
   399             16                  80           3319.079177     7598.205405     7600.297208     7598.204791       7600.296595       0.000614       0.000613
   400             16                  80           3487.465324     7589.315033     7591.404438     7589.314848       7591.404254       0.000185       0.000184
   401             17                  81            222.504594     7628.881301     7630.981369     7628.885156       7630.985239      -0.003855      -0.003870
   402             17                  81            279.322018     7627.174830     7629.274451     7627.175275       7629.274897      -0.000445      -0.000446
   403             17                  81            327.634222     7625.705231     7627.804455     7625.705372       7627.804597      -0.000141      -0.000142
   404             17                  81            508.409581     7620.077241     7622.174947     7620.074263       7622.171968       0.002978       0.002979
   405             17                  81            562.658489     7618.343787     7620.441013     7618.343893       7620.441131      -0.000106      -0.000118
   406             17                  81            880.587543     7607.823001     7609.917400     7607.823522       7609.917922      -0.000521      -0.000522
   407             17                  81           1002.341020     7603.624269     7605.717534     7603.621750       7605.715016       0.002519       0.002518
   408             17                  81           1155.342655     7598.205405     7600.297208     7598.204638       7600.296442       0.000767       0.000766
   409             17                  81           1397.514790     7589.315033     7591.404438     7589.316160       7591.405565      -0.001127      -0.001127
   410             17                  81           1622.808044     7580.690427     7582.777504     7580.697739       7582.784819      -0.007312      -0.007315
   411             17                  81           1631.846432     7580.345947     7582.432931     7580.344891       7582.431877       0.001056       0.001054
   412             17                  81           1808.441365     7573.343696     7575.428791     7573.340113       7575.425209       0.003583       0.003582
   413             17                  81           1865.205581     7571.032553     7573.117025     7571.043515       7573.127991      -0.010962      -0.010966
   414             17                  81           1975.227788     7566.529606     7568.612863     7566.529289       7568.612547       0.000317       0.000316
   415             17                  81           1991.572609     7565.851494     7567.934567     7565.851544       7567.934620      -0.000050      -0.000053
   416             17                  81           2183.650177     7557.749443     7559.830330     7557.747775       7559.828664       0.001668       0.001666
   417             17                  81           2239.713051     7555.325385     7557.405619     7555.333697       7557.413934      -0.008312      -0.008315
   418             17                  81           2377.331894     7549.313767     7551.392379     7549.313090       7551.391704       0.000677       0.000675
   419             17                  81           2640.303824     7537.428637     7539.504042     7537.427506       7539.502912       0.001131       0.001130
   420             17                  81           2760.686542     7531.814727     7533.888618     7531.815940       7533.889832      -0.001213      -0.001214
   421             17                  81           2774.933955     7531.143674     7533.217383     7531.144586       7533.218296      -0.000912      -0.000913
   422             17                  81           2831.017285     7528.489172     7530.562165     7528.486889       7530.559882       0.002283       0.002283
   423             17                  81           2855.269236     7527.348320     7529.421006     7527.330192       7529.402873       0.018128       0.018133
   424             17                  81           2893.301010     7525.507848     7527.580037     7525.507171       7527.579360       0.000677       0.000677
   425             17                  81           2942.474587     7523.134713     7525.206262     7523.133516       7525.205065       0.001197       0.001197
   426             17                  81           3180.990822     7511.349807     7513.418176     7511.350469       7513.418839      -0.000662      -0.000663
   427             17                  81           3199.664055     7510.407726     7512.475837     7510.408791       7512.476907      -0.001065      -0.001070
   428             17                  81           3237.809027     7508.478695     7510.546290     7508.476359       7510.543954       0.002336       0.002336
   429             17                  81           3628.719921     7487.973811     7490.035874     7487.972576       7490.034641       0.001235       0.001233
   430             17                  81           3695.702378     7484.326163     7486.387240     7484.327256       7486.388336      -0.001093      -0.001096
   431             17                  81           3708.521982     7483.625560     7485.686451     7483.625052       7485.685943       0.000508       0.000508
   432             17                  81           3749.774249     7481.354454     7483.414732     7481.355463       7483.415742      -0.001009      -0.001010
   433             17                  81           3931.664844     7471.163605     7473.221132     7471.164226       7473.221749      -0.000621      -0.000617
   434             18                  82            379.437465     7531.143674     7533.217383     7531.143718       7533.217428      -0.000044      -0.000045
   435             18                  82            560.625878     7525.507848     7527.580037     7525.506926       7527.579115       0.000922       0.000922
   436             18                  82            635.007556     7523.134713     7525.206262     7523.132902       7525.204450       0.001811       0.001812
   437             18                  82            989.028105     7511.349807     7513.418176     7511.350722       7513.419092      -0.000915      -0.000916
   438             18                  82           1016.319964     7510.407726     7512.475837     7510.409063       7512.477180      -0.001337      -0.001343
   439             18                  82           1071.899852     7508.478695     7510.546290     7508.476518       7510.544114       0.002177       0.002176
   440             18                  82           1291.207025     7500.655100     7502.720580     7500.655748       7502.721234      -0.000648      -0.000654
   441             18                  82           1336.455161     7499.002420     7501.067458     7499.003160       7501.068200      -0.000740      -0.000742
   442             18                  82           1629.527073     7487.973811     7490.035874     7487.973315       7490.035379       0.000496       0.000495
   443             18                  82           1723.258949     7484.326163     7486.387240     7484.325458       7486.386539       0.000705       0.000701
   444             18                  82           1741.130869     7483.625560     7485.686451     7483.623247       7485.684138       0.002313       0.002313
   445             18                  82           1798.538537     7481.354454     7483.414732     7481.353112       7483.413391       0.001342       0.001341
   446             18                  82           2049.585592     7471.163605     7473.221132     7471.163443       7473.220973       0.000162       0.000159
   447             18                  82           2269.648571     7461.874566     7463.929590     7461.874922       7463.929947      -0.000356      -0.000357
   448             18                  82           2422.786548     7455.208017     7457.261243     7455.210651       7457.263878      -0.002634      -0.002635
   449             18                  82           2587.602438     7447.848797     7449.900037     7447.850525       7449.901767      -0.001728      -0.001730
   450             18                  82           2655.733016     7444.748861     7446.799266     7444.750291       7446.800697      -0.001430      -0.001431
   451             18                  82           2748.039420     7440.492849     7442.542105     7440.495278       7442.544536      -0.002429      -0.002431
   452             18                  82           2837.768774     7436.296460     7438.344585     7436.298038       7438.346163      -0.001578      -0.001578
   453             18                  82           2857.451280     7435.367797     7437.415672     7435.369231       7437.417106      -0.001434      -0.001434
   454             18                  82           2964.750595     7430.253226     7432.299721     7430.253861       7432.300356      -0.000635      -0.000635
   455             18                  82           2992.006050     7428.940503     7430.986644     7428.940386       7430.986527       0.000117       0.000117
   456             18                  82           3067.052934     7425.293650     7427.338809     7425.293929       7427.339086      -0.000279      -0.000277
   457             18                  82           3127.758088     7422.311318     7424.355672     7422.311989       7424.356342      -0.000671      -0.000670
   458             18                  82           3203.523918     7418.549859     7420.593197     7418.549189       7420.592528       0.000670       0.000669
   459             18                  82           3218.676651     7417.790792     7419.833925     7417.791133       7419.834267      -0.000341      -0.000342
   460             18                  82           3326.615840     7412.336357     7414.378021     7412.337352       7414.379016      -0.000995      -0.000995
   461             18                  82           3686.751450     7393.437669     7395.474235     7393.437537       7395.474104       0.000132       0.000131
   462             18                  82           3695.211359     7392.979599     7395.016045     7392.980159       7395.016603      -0.000560      -0.000558
   463             18                  82           3922.995814     7380.422908     7382.455964     7380.424864       7382.457920      -0.001956      -0.001956
   464             19                  83            126.560121     7447.848797     7449.900037     7447.853588       7449.904832      -0.004791      -0.004795
   465             19                  83            233.727672     7444.748861     7446.799266     7444.750653       7446.801058      -0.001792      -0.001792
   466             19                  83            376.924228     7440.492849     7442.542105     7440.493917       7442.543174      -0.001068      -0.001069
   467             19                  83            514.109574     7436.296460     7438.344585     7436.296454       7438.344578       0.000006       0.000007
   468             19                  83            543.946045     7435.367797     7437.415672     7435.368002       7437.415876      -0.000205      -0.000204
   469             19                  83            705.242588     7430.253226     7432.299721     7430.252147       7432.298641       0.001079       0.001080
   470             19                  83            745.791758     7428.940503     7430.986644     7428.940309       7430.986450       0.000194       0.000194
   471             19                  83            856.849435     7425.293650     7427.338809     7425.294220       7427.339378      -0.000570      -0.000569
   472             19                  83            945.955345     7422.311318     7424.355672     7422.312304       7424.356658      -0.000986      -0.000986
   473             19                  83           1056.319576     7418.549859     7420.593197     7418.548916       7420.592255       0.000943       0.000942
   474             19                  83           1078.310996     7417.790792     7419.833925     7417.789722       7419.832856       0.001070       0.001069
   475             19                  83           1233.663415     7412.336357     7414.378021     7412.338258       7414.379922      -0.001901      -0.001901
   476             19                  83           1250.449459     7411.736264     7413.777765     7411.739926       7413.781429      -0.003662      -0.003664
   477             19                  83           1741.244831     7393.437669     7395.474235     7393.435238       7395.471804       0.002431       0.002431
   478             19                  83           1752.946303     7392.979599     7395.016045     7392.979494       7395.015937       0.000105       0.000108
   479             19                  83           2066.553563     7380.422908     7382.455964     7380.423524       7382.456580      -0.000616      -0.000616
   480             19                  83           2128.007803     7377.887294     7379.919667     7377.885028       7379.917400       0.002266       0.002267
   481             19                  83           2152.264921     7376.877194     7378.909294     7376.875913       7378.908013       0.001281       0.001281
   482             19                  83           2265.259718     7372.117865     7374.148686     7372.121754       7374.152572      -0.003889      -0.003886
   483             19                  83           2295.712374     7370.825497     7372.855965     7370.825331       7372.855800       0.000166       0.000165
   484             19                  83           2420.972508     7365.426051     7367.455063     7365.424466       7367.453478       0.001585       0.001585
   485             19                  83           2513.775765     7361.347167     7363.375079     7361.351480       7363.379393      -0.004313      -0.004314
   486             19                  83           2581.400020     7358.344856     7360.371959     7358.344743       7360.371846       0.000113       0.000113
   487             19                  83           2693.398215     7353.292550     7355.318296     7353.292207       7355.317947       0.000343       0.000349
   488             19                  83           2747.582931     7350.813537     7352.838615     7350.814845       7352.839917      -0.001308      -0.001302
   489             19                  83           2807.429818     7348.053831     7350.078159     7348.053369       7350.077697       0.000462       0.000462
   490             19                  83           2844.363534     7346.342736     7348.366602     7346.335845       7348.359710       0.006891       0.006892
   491             19                  83           2864.395151     7345.399103     7347.422722     7345.400042       7347.423654      -0.000939      -0.000932
   492             19                  83           2954.531763     7341.151478     7343.173945     7341.151704       7343.174171      -0.000226      -0.000226
   493             19                  83           3070.893589     7335.577133     7337.598097     7335.575514       7337.596478       0.001619       0.001619
   494             19                  83           3195.397794     7329.491578     7331.510901     7329.492471       7331.511794      -0.000893      -0.000893
   495             19                  83           3219.820114     7328.285014     7330.304012     7328.284879       7330.303877       0.000135       0.000135
   496             19                  83           3289.616847     7324.807294     7326.825354     7324.807392       7326.825453      -0.000098      -0.000099
   497             19                  83           3462.856991     7316.004481     7318.020176     7316.004908       7318.020596      -0.000427      -0.000420
   498             19                  83           3480.965310     7315.066071     7317.081505     7315.070498       7317.085934      -0.004427      -0.004429
   499             19                  83           3545.557088     7311.715419     7313.729958     7311.715069       7313.729600       0.000350       0.000358
   500             20                  84            331.014250     7353.292550     7355.318296     7353.293432       7355.319171      -0.000882      -0.000875
   501             20                  84            414.240654     7350.813537     7352.838615     7350.813402       7352.838473       0.000135       0.000142
   502             20                  84            505.275039     7348.053831     7350.078159     7348.051825       7350.076151       0.002006       0.002008
   503             20                  84            591.159370     7345.399103     7347.422722     7345.399477       7347.423088      -0.000374      -0.000366
   504             20                  84            725.739994     7341.151478     7343.173945     7341.151069       7343.173535       0.000409       0.000410
   505             20                  84            897.214990     7335.577133     7337.598097     7335.574057       7337.595020       0.003076       0.003077
   506             20                  84           1078.103515     7329.491578     7331.510901     7329.490453       7331.509777       0.001125       0.001124
   507             20                  84           1113.250922     7328.285014     7330.304012     7328.284376       7330.303375       0.000638       0.000637
   508             20                  84           1213.342777     7324.807294     7326.825354     7324.806746       7326.824807       0.000548       0.000547
   509             20                  84           1258.649794     7323.210539     7325.228169     7323.211597       7325.229229      -0.001058      -0.001060
   510             20                  84           1458.856028     7316.004481     7318.020176     7316.005372       7318.021060      -0.000891      -0.000884
   511             20                  84           1484.469968     7315.066071     7317.081505     7315.064807       7317.080241       0.001264       0.001264
   512             20                  84           1574.751425     7311.715419     7313.729958     7311.715716       7313.730248      -0.000297      -0.000290
   513             20                  84           1926.973498     7298.143373     7300.154244     7298.139881       7300.150752       0.003492       0.003492
   514             20                  84           1974.052641     7296.265917     7298.276282     7296.263082       7298.273446       0.002835       0.002836
   515             20                  84           2238.457913     7285.443168     7287.450626     7285.445001       7287.452448      -0.001833      -0.001822
   516             20                  84           2251.433392     7284.903267     7286.910568     7284.901854       7286.909155       0.001413       0.001413
   517             20                  84           2705.057109     7265.171889     7267.173883     7265.173052       7267.175035      -0.001163      -0.001152
   518             20                  84           2858.266765     7258.176943     7260.177040     7258.175928       7260.176025       0.001015       0.001015
   519             20                  84           2918.999530     7255.354065     7257.353401     7255.354139       7257.353475      -0.000074      -0.000074
   520             20                  84           3113.563603     7246.127650     7248.124502     7246.126390       7248.123239       0.001260       0.001263
   521             20                  84           3143.184231     7244.696524     7246.692988     7244.696045       7246.692509       0.000479       0.000479
   522             20                  84           3196.734508     7242.091918     7244.087680     7242.092792       7244.088554      -0.000874      -0.000874
   523             20                  84           3235.737840     7240.184773     7242.180021     7240.182530       7242.177778       0.002243       0.002243
   524             20                  84           3422.586538     7230.862255     7232.854989     7230.862672       7232.855407      -0.000417      -0.000418
   525             20                  84           3440.800302     7229.938112     7231.930611     7229.939038       7231.931525      -0.000926      -0.000914
   526             20                  84           3649.657649     7219.151439     7221.141017     7219.150268       7221.139848       0.001171       0.001169
   527             20                  84           3771.426515     7212.689565     7214.677401     7212.688623       7214.676463       0.000942       0.000938
   528             20                  84           3858.188584     7208.006314     7209.992889     7208.005315       7209.991894       0.000999       0.000995
   529             20                  84           3877.008454     7206.979882     7208.966195     7206.980596       7208.966898      -0.000714      -0.000703
   530             21                  85            386.473656     7265.171889     7267.173883     7265.172284       7267.174265      -0.000395      -0.000382
   531             21                  85            617.729613     7258.176943     7260.177040     7258.175801       7260.175897       0.001142       0.001143
   532             21                  85            708.088223     7255.354065     7257.353401     7255.352756       7257.352091       0.001309       0.001310
   533             21                  85            760.960651     7253.675970     7255.674854     7253.677486       7255.676370      -0.001516      -0.001516
   534             21                  85            992.752532     7246.127650     7248.124502     7246.128273       7248.125124      -0.000623      -0.000622
   535             21                  85           1035.557180     7244.696524     7246.692988     7244.697519       7246.693984      -0.000995      -0.000996
   536             21                  85           1112.614458     7242.091918     7244.087680     7242.092921       7244.088684      -0.001003      -0.001004
   537             21                  85           1168.426743     7240.184773     7242.180021     7240.183124       7242.178372       0.001649       0.001649
   538             21                  85           1432.997170     7230.862255     7232.854989     7230.862065       7232.854800       0.000190       0.000189
   539             21                  85           1458.531468     7229.938112     7231.930611     7229.938918       7231.931405      -0.000806      -0.000794
   540             21                  85           1700.593763     7220.980860     7222.970931     7220.979592       7222.969663       0.001268       0.001268
   541             21                  85           1748.800511     7219.151439     7221.141017     7219.150109       7221.139687       0.001330       0.001330
   542             21                  85           1915.974656     7212.689565     7214.677401     7212.688085       7214.675921       0.001480       0.001480
   543             21                  85           2034.268093     7208.006314     7209.992889     7208.004222       7209.990795       0.002092       0.002094
   544             21                  85           2059.778309     7206.979882     7208.966195     7206.981941       7208.968238      -0.002059      -0.002043
   545             21                  85           2072.231065     7206.482928     7208.469092     7206.481337       7208.467500       0.001591       0.001592
   546             21                  85           2169.944585     7202.516112     7204.501223     7202.517123       7204.502216      -0.001011      -0.000993
   547             21                  85           2187.265432     7201.809029     7203.793933     7201.807708       7203.792611       0.001321       0.001322
   548             21                  85           2230.101511     7200.045414     7202.029843     7200.044535       7202.028962       0.000879       0.000881
   549             21                  85           2442.142292     7191.132793     7193.114820     7191.131957       7193.113982       0.000836       0.000838
   550             21                  85           2502.566196     7188.532023     7190.513349     7188.535238       7190.516564      -0.003215      -0.003215
   551             21                  85           2770.307398     7176.721272     7178.699415     7176.718234       7178.696376       0.003038       0.003039
   552             21                  85           2782.041161     7176.185969     7178.163968     7176.188576       7178.166575      -0.002607      -0.002607
   553             21                  85           2844.044813     7173.372448     7175.349689     7173.373066       7175.350306      -0.000618      -0.000617
   554             21                  85           2941.416916     7168.895141     7170.871176     7168.894391       7170.870425       0.000750       0.000751
   555             21                  85           2977.963037     7167.202742     7169.178320     7167.195238       7169.170814       0.007504       0.007506
   556             21                  85           3076.632406     7162.556425     7164.530770     7162.557543       7164.531869      -0.001118      -0.001099
   557             21                  85           3154.630715     7158.838154     7160.811497     7158.838952       7160.812277      -0.000798      -0.000780
   558             21                  85           3263.164009     7153.587630     7155.559539     7153.586226       7155.558135       0.001404       0.001404
   559             21                  85           3330.432844     7150.284392     7152.255411     7150.284118       7152.255138       0.000274       0.000273
   560             21                  85           3489.523049     7142.331007     7144.299883     7142.330194       7144.299071       0.000813       0.000812
   561             21                  85           3807.166125     7125.819469     7127.783916     7125.819603       7127.784033      -0.000134      -0.000117
   562             21                  85           3830.744326     7124.560689     7126.524777     7124.559428       7126.523519       0.001261       0.001258
   563             22                  86            521.328352     7176.721272     7178.699415     7176.717473       7178.695613       0.003799       0.003802
   564             22                  86            538.935761     7176.185969     7178.163968     7176.187676       7178.165673      -0.001707      -0.001705
   565             22                  86            631.477938     7173.372448     7175.349689     7173.372099       7175.349338       0.000349       0.000351
   566             22                  86            728.678149     7170.360710     7172.337139     7170.358491       7172.334918       0.002219       0.002221
   567             22                  86            775.250421     7168.895141     7170.871176     7168.894048       7170.870082       0.001093       0.001094
   568             22                  86            828.606432     7167.202742     7169.178320     7167.199921       7169.175498       0.002821       0.002822
   569             22                  86            972.078086     7162.556425     7164.530770     7162.557503       7164.531830      -0.001078      -0.001060
   570             22                  86           1084.274054     7158.838154     7160.811497     7158.838364       7160.811689      -0.000210      -0.000192
   571             22                  86           1238.793705     7153.587630     7155.559539     7153.588043       7155.559954      -0.000413      -0.000415
   572             22                  86           1333.833611     7150.284392     7152.255411     7150.284560       7152.255580      -0.000168      -0.000169
