 line number   order_number   physical_order_number     pixel       air_ref_wl[A]   vac_ref_wl[A]   air_model_wl[A]   vac_model_wl[A]   air_resid[A]   vac_resid[A] 
   877             31                  95           3535.972352     6387.395420     6389.161161     6387.394144       6389.159894       0.001276       0.001267
   878             31                  95           3757.909658     6376.930646     6378.693571     6376.931409       6378.694344      -0.000763      -0.000773
   879             32                  96            755.528671     6422.897702     6424.673006     6422.898409       6424.673704      -0.000707      -0.000698
   880             32                  96            783.392664     6422.107178     6423.882247     6422.104107       6423.879189       0.003071       0.003058
   881             32                  96           1072.172841     6413.614241     6415.387034     6413.614215       6415.387013       0.000026       0.000021
   882             32                  96           1225.861734     6408.903751     6410.675282     6408.902745       6410.674277       0.001006       0.001005
   883             32                  96           1304.362146     6406.445887     6408.216749     6406.443992       6408.214863       0.001895       0.001886
   884             32                  96           1483.422934     6400.697592     6402.466906     6400.702263       6402.471591      -0.004671      -0.004685
   885             32                  96           1529.094213     6399.207531     6400.976472     6399.207938       6400.976864      -0.000407      -0.000392
   886             32                  96           1597.477588     6396.950247     6398.718577     6396.947683       6398.716002       0.002564       0.002575
   887             32                  96           1663.739325     6394.729845     6396.497585     6394.731364       6396.499088      -0.001519      -0.001503
   888             32                  96           1798.987603     6390.128335     6391.894832     6390.127113       6391.893601       0.001222       0.001231
   889             32                  96           1837.042354     6388.813122     6390.579243     6388.812039       6390.578174       0.001083       0.001069
   890             32                  96           1877.770645     6387.395420     6389.161161     6387.395001       6389.160755       0.000419       0.000406
   891             32                  96           2048.202052     6381.360396     6383.124530     6381.357218       6383.121351       0.003178       0.003179
   892             32                  96           2094.889131     6379.673103     6381.436778     6379.672614       6381.436295       0.000489       0.000483
   893             32                  96           2170.149884     6376.930646     6378.693571     6376.929009       6378.691953       0.001637       0.001618
   894             32                  96           2367.345697     6369.575508     6371.336489     6369.574797       6371.335767       0.000711       0.000722
   895             32                  96           2531.294991     6363.271719     6365.030988     6363.275178       6365.034457      -0.003459      -0.003469
   896             32                  96           2557.583425     6362.251095     6364.010087     6362.249170       6364.008173       0.001925       0.001914
   897             32                  96           2622.992509     6359.674339     6361.432659     6359.677048       6361.435361      -0.002709      -0.002702
   898             32                  96           2636.670440     6359.131200     6360.889385     6359.135688       6360.893855      -0.004488      -0.004470
   899             32                  96           2673.267269     6357.679181     6359.436967     6357.681243       6359.439020      -0.002062      -0.002053
   900             32                  96           2689.685456     6357.022890     6358.780492     6357.025910       6358.783510      -0.003020      -0.003018
   901             32                  96           2717.511868     6355.910728     6357.668022     6355.911187       6357.668489      -0.000459      -0.000467
   902             32                  96           2724.511046     6355.629962     6357.387197     6355.630002       6357.387228      -0.000040      -0.000031
   903             32                  96           2893.636613     6348.737373     6350.492737     6348.736817       6350.492190       0.000556       0.000547
   904             32                  96           2956.599462     6346.120802     6347.875472     6346.121543       6347.876214      -0.000741      -0.000742
   905             32                  96           3109.238307     6339.668592     6341.421540     6339.668619       6341.421556      -0.000027      -0.000016
   906             32                  96           3156.921078     6337.620376     6339.372754     6337.619572       6339.371958       0.000804       0.000796
   907             32                  96           3412.408363     6326.366601     6328.115964     6326.364412       6328.113773       0.002189       0.002191
   908             33                  97            275.972134     6369.575508     6371.336489     6369.576286       6371.337260      -0.000778      -0.000771
   909             33                  97            649.192413     6359.674339     6361.432659     6359.674389       6361.432703      -0.000050      -0.000044
   910             33                  97            721.005352     6357.679181     6359.436967     6357.680123       6359.437901      -0.000942      -0.000934
   911             33                  97            744.388026     6357.022890     6358.780492     6357.024587       6358.782189      -0.001697      -0.001697
   912             33                  97            783.858705     6355.910728     6357.668022     6355.911114       6357.668416      -0.000386      -0.000394
   913             33                  97            793.780477     6355.629962     6357.387197     6355.629854       6357.387080       0.000108       0.000117
   914             33                  97           1031.171164     6348.737373     6350.492737     6348.736175       6350.491548       0.001198       0.001189
   915             33                  97           1118.488672     6346.120802     6347.875472     6346.120833       6347.875502      -0.000031      -0.000030
   916             33                  97           1328.025253     6339.668592     6341.421540     6339.668255       6341.421190       0.000337       0.000350
   917             33                  97           1392.897042     6337.620376     6339.372754     6337.619687       6339.372072       0.000689       0.000682
   918             33                  97           1584.968695     6331.414229     6333.164945     6331.411953       6333.162671       0.002276       0.002274
   919             33                  97           1736.423402     6326.366601     6328.115964     6326.365596       6328.114959       0.001005       0.001005
   920             33                  97           1869.605946     6321.820008     6323.568155     6321.816625       6323.564767       0.003383       0.003388
   921             33                  97           2002.051719     6317.183397     6318.930288     6317.188388       6318.935288      -0.004991      -0.005000
   922             33                  97           2041.899073     6315.774781     6317.521312     6315.775407       6317.521928      -0.000626      -0.000616
   923             33                  97           2129.626646     6312.624675     6314.370349     6312.630879       6314.376556      -0.006204      -0.006207
   924             33                  97           2179.882284     6310.810115     6312.555292     6310.808499       6312.553686       0.001616       0.001606
   925             33                  97           2225.020186     6309.160048     6310.904807     6309.158580       6310.903325       0.001468       0.001482
   926             33                  97           2265.794025     6307.657424     6309.401756     6307.657460       6309.401802      -0.000036      -0.000046
   927             33                  97           2357.602315     6304.242481     6305.985922     6304.239985       6305.983411       0.002496       0.002511
   928             33                  97           2383.948788     6303.250903     6304.994050     6303.249622       6304.992781       0.001281       0.001269
   929             33                  97           2432.731758     6301.412500     6303.155177     6301.404445       6303.147109       0.008055       0.008068
   930             33                  97           2445.562389     6300.916443     6302.658992     6300.916664       6302.659197      -0.000221      -0.000205
   931             33                  97           2550.936504     6296.873431     6298.614875     6296.871426       6298.612873       0.002005       0.002002
   932             33                  97           2643.884641     6293.242453     6294.982925     6293.244602       6294.985076      -0.002149      -0.002151
   933             33                  97           2652.869061     6292.891193     6294.631574     6292.891092       6294.631471       0.000101       0.000103
   934             33                  97           2695.897552     6291.191394     6292.931321     6291.190813       6292.930736       0.000581       0.000585
   935             33                  97           2794.422697     6287.255422     6288.994280     6287.252155       6288.991020       0.003267       0.003260
   936             33                  97           2843.286505     6285.278073     6287.016420     6285.275083       6287.013416       0.002990       0.003004
   937             33                  97           2991.895822     6279.163311     6280.899987     6279.164171       6280.900863      -0.000860      -0.000876
   938             33                  97           3063.532139     6276.163901     6277.899771     6276.164937       6277.900823      -0.001036      -0.001052
   939             33                  97           3112.004529     6274.117134     6275.852472     6274.115478       6275.850813       0.001656       0.001659
   940             33                  97           3172.152929     6271.545663     6273.280300     6271.549625       6273.284271      -0.003962      -0.003971
   941             33                  97           3412.010051     6261.063971     6262.795792     6261.062519       6262.794347       0.001452       0.001445
   942             33                  97           3493.145975     6257.423258     6259.154130     6257.420865       6259.151715       0.002393       0.002415
   943             34                  98            154.040809     6307.657424     6309.401756     6307.656764       6309.401104       0.000660       0.000652
   944             34                  98            329.921159     6303.250903     6304.994050     6303.250804       6304.993967       0.000099       0.000083
   945             34                  98            420.370197     6300.916443     6302.658992     6300.917381       6302.659918      -0.000938      -0.000926
   946             34                  98            573.185766     6296.873431     6298.614875     6296.871926       6298.613377       0.001505       0.001498
   947             34                  98            706.236127     6293.242453     6294.982925     6293.244676       6294.985151      -0.002223      -0.002226
   948             34                  98            719.018804     6292.891193     6294.631574     6292.891046       6294.631426       0.000147       0.000148
   949             34                  98            780.020193     6291.191394     6292.931321     6291.191020       6292.930943       0.000374       0.000378
   950             34                  98            918.587563     6287.255422     6288.994280     6287.252765       6288.991630       0.002657       0.002650
   951             34                  98            986.754479     6285.278073     6287.016420     6285.276226       6287.014559       0.001847       0.001861
   952             34                  98           1192.132493     6279.163311     6280.899987     6279.164054       6280.900745      -0.000743      -0.000758
   953             34                  98           1255.128043     6277.240161     6278.976338     6277.241697       6278.977871      -0.001536      -0.001533
   954             34                  98           1290.132271     6276.163901     6277.899771     6276.163808       6277.899693       0.000093       0.000078
   955             34                  98           1356.033644     6274.117134     6275.852472     6274.115617       6275.850952       0.001517       0.001520
   956             34                  98           1437.458879     6271.545663     6273.280300     6271.550763       6273.285409      -0.005100      -0.005109
   957             34                  98           1758.600280     6261.063971     6262.795792     6261.062947       6262.794777       0.001024       0.001015
   958             34                  98           1831.330733     6258.606445     6260.337617     6258.604439       6260.335610       0.002006       0.002007
   959             34                  98           1865.994168     6257.423258     6259.154130     6257.421783       6259.152637       0.001475       0.001493
   960             34                  98           2065.491890     6250.485123     6252.214104     6250.477081       6252.206071       0.008042       0.008033
   961             34                  98           2123.690977     6248.405488     6250.133909     6248.406402       6250.134836      -0.000914      -0.000927
   962             34                  98           2269.756810     6243.120579     6244.847610     6243.119470       6244.846486       0.001109       0.001124
   963             34                  98           2328.617196     6240.953508     6242.679951     6240.952277       6242.678712       0.001231       0.001239
   964             34                  98           2361.995166     6239.713735     6241.439826     6239.713878       6241.439981      -0.000143      -0.000155
   965             34                  98           2491.245727     6234.855274     6236.580088     6234.853327       6236.578125       0.001947       0.001963
   966             34                  98           2710.484330     6226.369616     6228.092141     6226.368390       6228.090912       0.001226       0.001229
   967             34                  98           2869.735888     6220.011596     6221.732414     6220.010897       6221.731712       0.000699       0.000702
   968             34                  98           2969.621617     6215.939548     6217.659273     6215.937892       6217.657613       0.001656       0.001660
   969             34                  98           3143.514091     6208.686951     6210.404711     6208.686138       6210.403911       0.000813       0.000800
   970             34                  98           3209.968484     6205.859937     6207.576954     6205.859753       6207.576766       0.000184       0.000188
   971             35                  99            189.523518     6243.120579     6244.847610     6243.119866       6244.846880       0.000713       0.000730
   972             35                  99            276.976928     6240.953508     6242.679951     6240.953752       6242.680188      -0.000244      -0.000237
   973             35                  99            514.558934     6234.855274     6236.580088     6234.854777       6236.579579       0.000497       0.000509
   974             35                  99            826.742124     6226.369616     6228.092141     6226.369240       6228.091762       0.000376       0.000379
   975             35                  99           1048.668941     6220.011596     6221.732414     6220.010915       6221.731729       0.000681       0.000685
   976             35                  99           1186.046770     6215.939548     6217.659273     6215.937995       6217.657715       0.001553       0.001558
   977             35                  99           1422.301005     6208.686951     6210.404711     6208.686039       6210.403811       0.000912       0.000900
   978             35                  99           1452.141459     6207.749451     6209.466967     6207.747621       6209.465142       0.001830       0.001825
   979             35                  99           1511.673532     6205.859937     6207.576954     6205.860325       6207.577339      -0.000388      -0.000385
   980             35                  99           1679.462329     6200.432855     6202.148409     6200.431917       6202.147474       0.000938       0.000935
   981             35                  99           1832.994260     6195.320590     6197.034796     6195.322415       6197.036601      -0.001825      -0.001805
   982             35                  99           1876.357151     6193.855665     6195.569444     6193.854467       6195.568259       0.001198       0.001185
   983             35                  99           2013.372814     6189.144126     6190.856657     6189.143618       6190.856146       0.000508       0.000511
   984             35                  99           2070.808407     6187.135068     6188.847074     6187.135903       6188.847893      -0.000835      -0.000819
   985             35                  99           2251.188834     6180.704936     6182.415190     6180.702504       6182.412769       0.002432       0.002421
   986             35                  99           2313.603176     6178.431309     6180.140961     6178.430789       6180.140444       0.000520       0.000517
   987             35                  99           2457.637812     6173.095869     6174.804085     6173.097482       6174.805708      -0.001613      -0.001623
   988             35                  99           2601.868082     6167.626663     6169.333421     6167.628162       6169.334920      -0.001499      -0.001499
   989             35                  99           2666.771414     6165.123306     6166.829398     6165.124295       6166.830382      -0.000989      -0.000984
   990             35                  99           2763.303857     6161.352783     6163.057858     6161.350516       6163.055591       0.002267       0.002267
   991             35                  99           2870.600952     6157.087549     6158.791493     6157.085196       6158.789126       0.002353       0.002367
   992             35                  99           2916.438621     6155.238304     6156.941750     6155.240041       6156.943475      -0.001737      -0.001725
   993             35                  99           2945.362451     6154.067977     6155.771111     6154.068583       6155.771703      -0.000606      -0.000592
   994             35                  99           2996.312009     6151.993136     6153.695701     6151.991490       6153.694052       0.001646       0.001649
   995             35                  99           3028.173302     6150.683097     6152.385294     6150.683734       6152.385944      -0.000637      -0.000650
   996             36                 100            190.715741     6180.704936     6182.415190     6180.703468       6182.413728       0.001468       0.001462
   997             36                 100            283.251290     6178.431309     6180.140961     6178.430547       6180.140201       0.000762       0.000760
   998             36                 100            493.254943     6173.095869     6174.804085     6173.097706       6174.805933      -0.001837      -0.001848
   999             36                 100            791.035187     6165.123306     6166.829398     6165.123485       6166.829572      -0.000179      -0.000174
   1000             36                 100            925.919137     6161.352783     6163.057858     6161.352209       6163.057284       0.000574       0.000574
   1001             36                 100           1074.376068     6157.087549     6158.791493     6157.085990       6158.789919       0.001559       0.001574
   1002             36                 100           1137.312881     6155.238304     6156.941750     6155.240664       6156.944098      -0.002360      -0.002348
   1003             36                 100           1176.862275     6154.067977     6155.771111     6154.069835       6155.772954      -0.001858      -0.001843
   1004             36                 100           1246.330169     6151.993136     6153.695701     6151.992246       6153.694808       0.000890       0.000893
   1005             36                 100           1289.610390     6150.683097     6152.385294     6150.684257       6152.386468      -0.001160      -0.001174
   1006             36                 100           1481.516628     6144.757809     6146.458413     6144.758058       6146.458678      -0.000249      -0.000265
   1007             36                 100           1566.148648     6142.074202     6143.774107     6142.078526       6143.778427      -0.004324      -0.004320
   1008             36                 100           1592.915801     6141.224257     6142.923922     6141.222586       6142.922257       0.001671       0.001665
   1009             36                 100           1641.796374     6139.650409     6141.349660     6139.648981       6141.348230       0.001428       0.001430
   1010             36                 100           1694.800567     6137.927168     6139.625949     6137.927193       6139.625980      -0.000025      -0.000031
   1011             36                 100           1732.270969     6136.702068     6138.400540     6136.700286       6138.398744       0.001782       0.001796
   1012             36                 100           1819.478062     6133.814129     6135.511810     6133.813534       6135.511217       0.000595       0.000593
   1013             36                 100           1929.302722     6130.119929     6131.816631     6130.115437       6131.812128       0.004492       0.004503
   1014             36                 100           2056.661754     6125.739064     6127.434573     6125.738710       6127.434228       0.000354       0.000345
   1015             36                 100           2092.770164     6124.480350     6126.175520     6124.480470       6126.175651      -0.000120      -0.000131
   1016             36                 100           2111.146666     6123.833472     6125.528495     6123.837158       6125.532166      -0.003686      -0.003671
   1017             36                 100           2124.684427     6123.362088     6125.056954     6123.361957       6125.056838       0.000131       0.000116
   1018             36                 100           2204.007194     6120.556142     6122.250256     6120.555673       6122.249801       0.000469       0.000455
   1019             36                 100           2326.014755     6116.166035     6117.858987     6116.165716       6117.858668       0.000319       0.000319
   1020             36                 100           2399.813581     6113.465684     6115.157902     6113.466667       6115.158895      -0.000983      -0.000993
   1021             36                 100           2416.910481     6112.837405     6114.529466     6112.836645       6114.528704       0.000760       0.000762
   1022             36                 100           2558.955577     6107.533218     6109.223856     6107.532746       6109.223383       0.000472       0.000473
   1023             36                 100           2608.971901     6105.635022     6107.325136     6105.635353       6107.325482      -0.000331      -0.000346
   1024             36                 100           2688.325439     6102.594888     6104.284212     6102.592802       6104.282114       0.002086       0.002098
   1025             36                 100           2710.782487     6101.725299     6103.414373     6101.724529       6103.413609       0.000770       0.000764
   1026             36                 100           2725.270891     6101.161657     6102.850584     6101.162651       6102.851580      -0.000994      -0.000996
   1027             36                 100           2778.611379     6099.083282     6100.771655     6099.082484       6100.770855       0.000798       0.000800
   1028             36                 100           2785.718381     6098.803276     6100.491555     6098.803949       6100.492245      -0.000673      -0.000690
   1029             36                 100           2803.189927     6098.119995     6099.808123     6098.117826       6099.805938       0.002169       0.002185
   1030             36                 100           2986.829971     6090.786428     6092.472572     6090.785899       6092.472044       0.000529       0.000528
   1031             36                 100           3054.460852     6088.030147     6089.715565     6088.029555       6089.714960       0.000592       0.000605
   1032             36                 100           3073.161141     6087.262239     6088.947454     6087.261995       6088.947193       0.000244       0.000261
   1033             36                 100           3265.651181     6079.223155     6080.906189     6079.222476       6080.905518       0.000679       0.000671
   1034             36                 100           3284.520224     6078.421720     6080.104551     6078.420594       6080.103420       0.001126       0.001131
   1035             36                 100           3297.390406     6077.873444     6079.556111     6077.872213       6079.554893       0.001231       0.001218
   1036             36                 100           3315.348688     6077.106230     6078.788712     6077.105087       6078.787561       0.001143       0.001151
   1037             37                 101            436.563240     6113.465684     6115.157902     6113.466348       6115.158574      -0.000664      -0.000672
   1038             37                 101            461.301959     6112.837405     6114.529466     6112.835695       6114.527753       0.001710       0.001713
   1039             37                 101            664.418319     6107.533218     6109.223856     6107.532578       6109.223215       0.000640       0.000641
   1040             37                 101            735.057589     6105.635022     6107.325136     6105.635951       6107.326080      -0.000929      -0.000944
   1041             37                 101            846.311107     6102.594888     6104.284212     6102.593982       6104.283295       0.000906       0.000917
   1042             37                 101            877.650976     6101.725299     6103.414373     6101.724925       6103.414005       0.000374       0.000368
   1043             37                 101            897.791200     6101.161657     6102.850584     6101.163614       6102.852543      -0.001957      -0.001959
   1044             37                 101            971.743656     6099.083282     6100.771655     6099.083582       6100.771953      -0.000300      -0.000298
   1045             37                 101            981.572984     6098.803276     6100.491555     6098.804869       6100.493165      -0.001593      -0.001610
   1046             37                 101           1256.761652     6090.786428     6092.472572     6090.786642       6092.472787      -0.000214      -0.000215
   1047             37                 101           1348.194220     6088.030147     6089.715565     6088.030015       6089.715420       0.000132       0.000145
   1048             37                 101           1373.382867     6087.262239     6088.947454     6087.262429       6088.947628      -0.000190      -0.000174
   1049             37                 101           1630.546326     6079.223155     6080.906189     6079.222370       6080.905411       0.000785       0.000778
   1050             37                 101           1655.547926     6078.421720     6080.104551     6078.420820       6080.103646       0.000900       0.000905
   1051             37                 101           1672.583094     6077.873444     6079.556111     6077.872640       6079.555320       0.000804       0.000791
   1052             37                 101           1696.356987     6077.106230     6078.788712     6077.104856       6078.787329       0.001374       0.001383
   1053             37                 101           1818.687091     6073.103405     6074.784792     6073.103163       6074.784563       0.000242       0.000229
   1054             37                 101           1901.579873     6070.341055     6072.021719     6070.342726       6072.023386      -0.001671      -0.001667
   1055             37                 101           1940.876850     6069.020461     6070.700753     6069.020215       6070.700521       0.000246       0.000232
   1056             37                 101           2036.127818     6065.779692     6067.459127     6065.777375       6067.456811       0.002317       0.002316
   1057             37                 101           2253.405085     6058.179884     6059.857283     6058.180742       6059.858142      -0.000858      -0.000859
   1058             37                 101           2325.602544     6055.593561     6057.270267     6055.594397       6057.271104      -0.000836      -0.000837
   1059             37                 101           2386.698854     6053.380881     6055.056986     6053.381234       6055.057348      -0.000353      -0.000362
   1060             37                 101           2404.740928     6052.723191     6054.399127     6052.723356       6054.399293      -0.000165      -0.000166
   1061             37                 101           2452.251970     6050.981354     6052.656831     6050.981469       6052.656939      -0.000115      -0.000108
   1062             37                 101           2562.167843     6046.898423     6048.572810     6046.898687       6048.573063      -0.000264      -0.000253
   1063             37                 101           2676.064572     6042.589816     6044.263033     6042.589126       6044.262347       0.000690       0.000686
   1064             37                 101           2777.575567     6038.680894     6040.353086     6038.679527       6040.351700       0.001367       0.001386
   1065             37                 101           2866.722263     6035.192945     6036.864171     6035.191950       6036.863188       0.000995       0.000983
   1066             37                 101           2925.254359     6032.872513     6034.543125     6032.874162       6034.544779      -0.001649      -0.001654
   1067             37                 101           2986.003817     6030.444634     6032.114592     6030.444910       6032.114875      -0.000276      -0.000283
   1068             37                 101           3116.270991     6025.150120     6026.818656     6025.153360       6026.821906      -0.003240      -0.003250
   1069             37                 101           3215.724299     6021.035954     6022.703400     6021.036478       6022.703920      -0.000524      -0.000520
   1070             37                 101           3389.496657     6013.677581     6015.343047     6013.678859       6015.344331      -0.001278      -0.001284
   1071             37                 101           3470.829235     6010.160403     6011.824947     6010.161616       6011.826148      -0.001213      -0.001201
   1072             37                 101           3541.377390     6007.071707     6008.735415     6007.071840       6008.735548      -0.000133      -0.000133
   1073             38                 102            444.139629     6053.380881     6055.056986     6053.379691       6055.055802       0.001190       0.001184
   1074             38                 102            470.108398     6052.723191     6054.399127     6052.722451       6054.398386       0.000740       0.000741
   1075             38                 102            538.242273     6050.981354     6052.656831     6050.980869       6052.656338       0.000485       0.000493
   1076             38                 102            694.230665     6046.898423     6048.572810     6046.899768       6048.574145      -0.001345      -0.001335
   1077             38                 102            853.778622     6042.589816     6044.263033     6042.590039       6044.263261      -0.000223      -0.000228
   1078             38                 102            994.300031     6038.680894     6040.353086     6038.680303       6040.352476       0.000591       0.000610
   1079             38                 102           1116.522712     6035.192945     6036.864171     6035.192482       6036.863721       0.000463       0.000450
   1080             38                 102           1139.065133     6034.540851     6036.211899     6034.540302       6036.211365       0.000549       0.000534
   1081             38                 102           1196.234728     6032.872513     6034.543125     6032.873852       6034.544468      -0.001339      -0.001343
   1082             38                 102           1278.471738     6030.444634     6032.114592     6030.445274       6032.115238      -0.000640      -0.000646
   1083             38                 102           1305.239404     6029.649655     6031.319399     6029.646763       6031.316514       0.002892       0.002885
   1084             38                 102           1319.276652     6029.226527     6030.896185     6029.226438       6030.896075       0.000089       0.000110
   1085             38                 102           1384.974790     6027.247932     6028.917050     6027.244736       6028.913842       0.003196       0.003208
   1086             38                 102           1453.463896     6025.150120     6026.818656     6025.153400       6026.821945      -0.003280      -0.003289
   1087             38                 102           1515.903489     6023.224636     6024.892651     6023.224061       6024.892089       0.000575       0.000562
   1088             38                 102           1573.945018     6021.410945     6023.078485     6021.411101       6023.078642      -0.000156      -0.000157
   1089             38                 102           1585.870906     6021.035954     6022.703400     6021.036253       6022.703694      -0.000299      -0.000294
   1090             38                 102           1650.367527     6018.995197     6020.662106     6018.995191       6020.662085       0.000006       0.000021
   1091             38                 102           1696.394362     6017.527619     6019.194115     6017.524300       6019.190799       0.003319       0.003316
   1092             38                 102           1732.572919     6016.359238     6018.025430     6016.359727       6018.025914      -0.000489      -0.000484
   1093             38                 102           1761.524496     6015.421838     6017.087783     6015.422444       6017.088380      -0.000606      -0.000597
   1094             38                 102           1815.002847     6013.677581     6015.343047     6013.678598       6015.344067      -0.001017      -0.001020
   1095             38                 102           1921.401704     6010.160403     6011.824947     6010.160502       6011.825028      -0.000099      -0.000081
   1096             38                 102           1972.535119     6008.439369     6010.103453     6008.446623       6010.110690      -0.007254      -0.007237
   1097             38                 102           2013.220010     6007.071707     6008.735415     6007.072163       6008.735861      -0.000456      -0.000446
   1098             38                 102           2069.190887     6005.165380     6006.828563     6005.165595       6006.828783      -0.000215      -0.000220
   1099             38                 102           2183.805475     6001.203223     6002.865336     6001.204309       6002.866435      -0.001086      -0.001099
   1100             38                 102           2246.590529     5998.998413     6000.659941     5999.001572       6000.663108      -0.003159      -0.003167
   1101             38                 102           2313.460287     5996.629542     5998.290439     5996.629809       5998.290709      -0.000267      -0.000270
   1102             38                 102           2400.760248     5993.492876     5995.152943     5993.493189       5995.153249      -0.000313      -0.000306
   1103             38                 102           2469.063256     5991.006437     5992.665828     5991.007088       5992.666481      -0.000651      -0.000653
   1104             38                 102           2522.439040     5989.044879     5990.703734     5989.044582       5990.703449       0.000297       0.000285
   1105             38                 102           2569.429584     5987.301034     5988.959449     5987.302424       5988.960824      -0.001390      -0.001375
   1106             38                 102           2597.226495     5986.266195     5987.924309     5986.265472       5987.923594       0.000723       0.000715
   1107             38                 102           2606.511252     5985.915285     5987.573307     5985.918045       5987.576075      -0.002760      -0.002768
   1108             38                 102           2889.631278     5975.065492     5976.720613     5975.064834       5976.719955       0.000658       0.000658
   1109             38                 102           3023.907796     5969.736805     5971.390483     5969.738249       5971.391943      -0.001444      -0.001460
   1110             38                 102           3059.130052     5968.319156     5969.972471     5968.321467       5969.974781      -0.002311      -0.002310
   1111             38                 102           3153.654031     5964.472956     5966.125236     5964.478504       5966.130789      -0.005548      -0.005553
   1112             38                 102           3619.158232     5944.647267     5946.294248     5944.647484       5946.294468      -0.000217      -0.000220
   1113             39                 103            174.430035     6001.203223     6002.865336     6001.205678       6002.867796      -0.002455      -0.002460
   1114             39                 103            266.915770     5998.998413     6000.659941     5999.000912       6000.662439      -0.002499      -0.002498
   1115             39                 103            364.324723     5996.629542     5998.290439     5996.630064       5998.290957      -0.000522      -0.000518
   1116             39                 103            587.591519     5991.006437     5992.665828     5991.006314       5992.665705       0.000123       0.000123
   1117             39                 103            663.112102     5989.044879     5990.703734     5989.044044       5990.702910       0.000835       0.000824
   1118             39                 103            729.186079     5987.301034     5988.959449     5987.302255       5988.960655      -0.001221      -0.001206
   1119             39                 103            768.084020     5986.266195     5987.924309     5986.265941       5987.924064       0.000254       0.000245
   1120             39                 103            781.113079     5985.915285     5987.573307     5985.917012       5987.575041      -0.001727      -0.001734
   1121             39                 103           1170.566383     5975.065492     5976.720613     5975.065552       5976.720672      -0.000060      -0.000059
   1122             39                 103           1351.717354     5969.736805     5971.390483     5969.737964       5971.391655      -0.001159      -0.001172
   1123             39                 103           1398.877190     5968.319156     5969.972471     5968.321544       5969.974856      -0.002388      -0.002385
   1124             39                 103           1524.871821     5964.472956     5966.125236     5964.477252       5966.129534      -0.004296      -0.004298
   1125             39                 103           1643.216648     5960.782045     5962.433331     5960.786189       5962.437482      -0.004144      -0.004151
   1126             39                 103           1785.128775     5956.257260     5957.907337     5956.256741       5957.906821       0.000519       0.000516
   1127             39                 103           1806.582418     5955.561293     5957.211187     5955.562122       5957.212017      -0.000829      -0.000830
   1128             39                 103           1867.333842     5953.581960     5955.231310     5953.580977       5955.230341       0.000983       0.000969
   1129             39                 103           2011.384969     5948.798653     5950.446738     5948.799202       5950.447286      -0.000549      -0.000548
   1130             39                 103           2087.105472     5946.235714     5947.883114     5946.237794       5947.885191      -0.002080      -0.002077
   1131             39                 103           2133.587895     5944.647267     5946.294248     5944.648954       5946.295926      -0.001687      -0.001678
   1132             39                 103           2251.392323     5940.565552     5942.211423     5940.565667       5942.211545      -0.000115      -0.000122
   1133             39                 103           2333.695318     5937.663235     5939.308323     5937.664393       5939.309494      -0.001158      -0.001171
   1134             39                 103           2355.797206     5936.874664     5938.519564     5936.878426       5938.523316      -0.003762      -0.003752
   1135             39                 103           2479.511563     5932.426324     5934.070037     5932.425013       5934.068709       0.001311       0.001328
   1136             39                 103           2547.580204     5929.933924     5931.576970     5929.935318       5931.578346      -0.001394      -0.001376
   1137             39                 103           2647.457809     5926.231866     5927.873887     5926.230969       5927.873005       0.000897       0.000882
   1138             39                 103           2669.502384     5925.404219     5927.046041     5925.405092       5927.046906      -0.000873      -0.000865
   1139             39                 103           2839.266512     5918.945499     5920.585575     5918.943555       5920.583638       0.001944       0.001937
   1140             39                 103           2956.274628     5914.385629     5916.024482     5914.383840       5916.022703       0.001789       0.001779
   1141             39                 103           3035.825159     5911.230285     5912.868315     5911.233376       5912.871396      -0.003091      -0.003081
   1142             39                 103           3176.296299     5905.570764     5907.207273     5905.568513       5907.205019       0.002251       0.002254
   1143             39                 103           3408.217626     5895.924028     5897.557956     5895.922259       5897.556187       0.001769       0.001769
   1144             40                 104            127.459886     5944.647267     5946.294248     5944.645663       5946.292641       0.001604       0.001607
   1145             40                 104            419.443400     5937.663235     5939.308323     5937.662090       5939.307182       0.001145       0.001141
   1146             40                 104            722.787454     5929.933924     5931.576970     5929.933704       5931.576732       0.000220       0.000238
   1147             40                 104            861.741681     5926.231866     5927.873887     5926.230977       5927.873012       0.000889       0.000875
   1148             40                 104            892.274855     5925.404219     5927.046041     5925.403596       5927.045410       0.000623       0.000631
   1149             40                 104           1124.626894     5918.945499     5920.585575     5918.944149       5920.584230       0.001350       0.001345
   1150             40                 104           1282.656323     5914.385629     5916.024482     5914.385028       5916.023887       0.000601       0.000595
   1151             40                 104           1389.293964     5911.230285     5912.868315     5911.232040       5912.870054      -0.001755      -0.001739
   1152             40                 104           1575.734383     5905.570764     5907.207273     5905.570037       5907.206537       0.000727       0.000736
   1153             40                 104           1671.127916     5902.601574     5904.237274     5902.598856       5904.234561       0.002718       0.002713
   1154             40                 104           1758.180875     5899.844054     5901.479010     5899.843240       5901.478208       0.000814       0.000802
   1155             40                 104           1866.252475     5896.363174     5897.997205     5896.363136       5897.997174       0.000038       0.000031
   1156             40                 104           1879.758064     5895.924028     5897.557956     5895.923599       5897.557520       0.000429       0.000436
   1157             40                 104           1899.518147     5895.281404     5896.915165     5895.278649       5896.912397       0.002755       0.002768
